word	root	source
بخيلك	خيل	quranic-corpus-new
بدءوكم	بدء	quranic-corpus-new
بدا	بدو	quranic-corpus-new
بدا	بدء	quranic-corpus-new
بداكم	بدء	quranic-corpus-new
بدانا	بدء	quranic-corpus-new
بدت	بدو	quranic-corpus-new
بدخان	دخن	quranic-corpus-new
بدعا	بدع	quranic-corpus-new
بدعاء	دعو	quranic-corpus-new
بدعاءك	دعو	quranic-corpus-new
بدل	بدل	quranic-corpus-new
بدلا	بدل	quranic-corpus-new
بدلنا	بدل	quranic-corpus-new
بدلناهم	بدل	quranic-corpus-new
بدله	بدل	quranic-corpus-new
بدلوا	بدل	quranic-corpus-new
بدم	دمو	quranic-corpus-new
بديع	بدع	quranic-corpus-new
بدين	دين	quranic-corpus-new
بدينار	دنر	quranic-corpus-new
بدينكم	دين	quranic-corpus-new
بذبح	ذبح	quranic-corpus-new
بذكر	ذكر	quranic-corpus-new
بذكرهم	ذكر	quranic-corpus-new
بذنبه	ذنب	quranic-corpus-new
بذنبهم	ذنب	quranic-corpus-new
بذنوب	ذنب	quranic-corpus-new
بذنوبكم	ذنب	quranic-corpus-new
بذنوبنا	ذنب	quranic-corpus-new
بذنوبهم	ذنب	quranic-corpus-new
برءاءا	برء	quranic-corpus-new
برءوسكم	رءس	quranic-corpus-new
براء	برء	quranic-corpus-new
براءة	برء	quranic-corpus-new
برادا	ردد	quranic-corpus-new
برازقين	رزق	quranic-corpus-new
براس	رءس	quranic-corpus-new
براسا	رءس	quranic-corpus-new
برب	ربب	quranic-corpus-new
بربا	ربب	quranic-corpus-new
بربك	ربب	quranic-corpus-new
بربكم	ربب	quranic-corpus-new
بربنا	ربب	quranic-corpus-new
بربه	ربب	quranic-corpus-new
بربهم	ربب	quranic-corpus-new
بربوة	ربو	quranic-corpus-new
برجال	رجل	quranic-corpus-new
برجلك	رجل	quranic-corpus-new
برحمة	رحم	quranic-corpus-new
برحمتك	رحم	quranic-corpus-new
برحمتنا	رحم	quranic-corpus-new
برحمته	رحم	quranic-corpus-new
برد	برد	quranic-corpus-new
بردا	برد	quranic-corpus-new
بردهن	ردد	quranic-corpus-new
بررة	برر	quranic-corpus-new
برزق	رزق	quranic-corpus-new
برزوا	برز	quranic-corpus-new
برسالاتا	رسل	quranic-corpus-new
برسل	رسل	quranic-corpus-new
برسلا	رسل	quranic-corpus-new
برسلنا	رسل	quranic-corpus-new
برسول	رسل	quranic-corpus-new
برسوله	رسل	quranic-corpus-new
برسولهم	رسل	quranic-corpus-new
برشيد	رشد	quranic-corpus-new
برق	برق	quranic-corpus-new
برقه	برق	quranic-corpus-new
بركات	برك	quranic-corpus-new
بركنه	ركن	quranic-corpus-new
برهان	برهن	quranic-corpus-new
برهانان	برهن	quranic-corpus-new
برهانكم	برهن	quranic-corpus-new
بروج	برج	quranic-corpus-new
بروجا	برج	quranic-corpus-new
بروح	روح	quranic-corpus-new
بريا	برء	quranic-corpus-new
بريح	روح	quranic-corpus-new
بريون	برء	quranic-corpus-new
بزعمهم	زعم	quranic-corpus-new
بزينة	زين	quranic-corpus-new
بسءال	سءل	quranic-corpus-new
بسا	بسس	quranic-corpus-new
بساحتهم	سوح	quranic-corpus-new
بساطا	بسط	quranic-corpus-new
بسبب	سبب	quranic-corpus-new
بسحر	سحر	quranic-corpus-new
بسحرك	سحر	quranic-corpus-new
بسحره	سحر	quranic-corpus-new
بسحرهما	سحر	quranic-corpus-new
بسخط	سخط	quranic-corpus-new
بسط	بسط	quranic-corpus-new
بسطة	بسط	quranic-corpus-new
بسطت	بسط	quranic-corpus-new
بسكارا	سكر	quranic-corpus-new
بسلام	سلم	quranic-corpus-new
بسلطان	سلط	quranic-corpus-new
بسم	سمو	quranic-corpus-new
بسمعهم	سمع	quranic-corpus-new
بسوء	سوء	quranic-corpus-new
بسور	سور	quranic-corpus-new
بسورة	سور	quranic-corpus-new
بسيماهم	سوم	quranic-corpus-new
بشاء	شيء	quranic-corpus-new
بشر	بشر	quranic-corpus-new
بشر	شرر	quranic-corpus-new
بشرا	بشر	quranic-corpus-new
بشراكم	بشر	quranic-corpus-new
بشرر	شرر	quranic-corpus-new
بشركاءهم	شرك	quranic-corpus-new
بشرككم	شرك	quranic-corpus-new
بشرناك	بشر	quranic-corpus-new
بشق	شقق	quranic-corpus-new
بشماله	شمل	quranic-corpus-new
بشهاب	شهب	quranic-corpus-new
بشهاداتهم	شهد	quranic-corpus-new
بشهيد	شهد	quranic-corpus-new
بشير	بشر	quranic-corpus-new
بشيرا	بشر	quranic-corpus-new
بصاءر	بصر	quranic-corpus-new
بصاحبكم	صحب	quranic-corpus-new
بصاحبهم	صحب	quranic-corpus-new
بصحاف	صحف	quranic-corpus-new
بصدقة	صدق	quranic-corpus-new
بصدقهم	صدق	quranic-corpus-new
بصرت	بصر	quranic-corpus-new
بصره	بصر	quranic-corpus-new
بصطة	بسط	quranic-corpus-new
بصلاتك	صلو	quranic-corpus-new
بصوتك	صوت	quranic-corpus-new
بصير	بصر	quranic-corpus-new
بصيرا	بصر	quranic-corpus-new
بصيرة	بصر	quranic-corpus-new
بضارهم	ضرر	quranic-corpus-new
بضارين	ضرر	quranic-corpus-new
بضاعة	بضع	quranic-corpus-new
بضاعتنا	بضع	quranic-corpus-new
بضاعتهم	بضع	quranic-corpus-new
بضر	ضرر	quranic-corpus-new
بضع	بضع	quranic-corpus-new
بضنين	ضنن	quranic-corpus-new
بضياء	ضوء	quranic-corpus-new
بطاءنها	بطن	quranic-corpus-new
بطارد	طرد	quranic-corpus-new
بطانة	بطن	quranic-corpus-new
بطرا	بطر	quranic-corpus-new
بطرت	بطر	quranic-corpus-new
بطريقتكم	طرق	quranic-corpus-new
بطش	بطش	quranic-corpus-new
بطشا	بطش	quranic-corpus-new
بطشتم	بطش	quranic-corpus-new
بطشتنا	بطش	quranic-corpus-new
بطغواها	طغي	quranic-corpus-new
بطن	بطن	quranic-corpus-new
بطنا	بطن	quranic-corpus-new
بطنه	بطن	quranic-corpus-new
بطون	بطن	quranic-corpus-new
بطونه	بطن	quranic-corpus-new
بطونها	بطن	quranic-corpus-new
بطونهم	بطن	quranic-corpus-new
بظاهر	ظهر	quranic-corpus-new
بظلام	ظلم	quranic-corpus-new
بظلم	ظلم	quranic-corpus-new
بظلمهم	ظلم	quranic-corpus-new
بعاد	عود	quranic-corpus-new
بعالمين	علم	quranic-corpus-new
بعبادا	عبد	quranic-corpus-new
بعبادة	عبد	quranic-corpus-new
بعبادتهم	عبد	quranic-corpus-new
بعباده	عبد	quranic-corpus-new
بعبده	عبد	quranic-corpus-new
بعث	بعث	quranic-corpus-new
بعثر	بعثر	quranic-corpus-new
بعثرت	بعثر	quranic-corpus-new
بعثكم	بعث	quranic-corpus-new
بعثنا	بعث	quranic-corpus-new
بعثناكم	بعث	quranic-corpus-new
بعثناهم	بعث	quranic-corpus-new
بعثه	بعث	quranic-corpus-new
بعجل	عجل	quranic-corpus-new
بعد	بعد	quranic-corpus-new
بعدا	بعد	quranic-corpus-new
بعدت	بعد	quranic-corpus-new
بعدتهم	عدد	quranic-corpus-new
بعدك	بعد	quranic-corpus-new
بعدكم	بعد	quranic-corpus-new
بعده	بعد	quranic-corpus-new
بعدها	بعد	quranic-corpus-new
بعدهم	بعد	quranic-corpus-new
بعدهن	بعد	quranic-corpus-new
بعذاب	عذب	quranic-corpus-new
بعذابكم	عذب	quranic-corpus-new
بعرشها	عرش	quranic-corpus-new
بعزة	عزز	quranic-corpus-new
بعزيز	عزز	quranic-corpus-new
بعشر	عشر	quranic-corpus-new
بعصاك	عصو	quranic-corpus-new
بعصم	عصم	quranic-corpus-new
بعض	بعض	quranic-corpus-new
بعضا	بعض	quranic-corpus-new
بعضكم	بعض	quranic-corpus-new
بعضنا	بعض	quranic-corpus-new
بعضه	بعض	quranic-corpus-new
بعضها	بعض	quranic-corpus-new
بعضهم	بعض	quranic-corpus-new
بعظم	عظم	quranic-corpus-new
بعلا	بعل	quranic-corpus-new
بعلم	علم	quranic-corpus-new
بعلمه	علم	quranic-corpus-new
بعلها	بعل	quranic-corpus-new
بعهد	عهد	quranic-corpus-new
بعهدا	عهد	quranic-corpus-new
بعهدكم	عهد	quranic-corpus-new
بعهده	عهد	quranic-corpus-new
بعهدهم	عهد	quranic-corpus-new
بعورة	عور	quranic-corpus-new
بعوضة	بعض	quranic-corpus-new
بعولتهن	بعل	quranic-corpus-new
بعيد	بعد	quranic-corpus-new
بعيدا	بعد	quranic-corpus-new
بعير	بعر	quranic-corpus-new
بغا	بغي	quranic-corpus-new
بغاءبين	غيب	quranic-corpus-new
بغافل	غفل	quranic-corpus-new
بغت	بغي	quranic-corpus-new
بغتة	بغت	quranic-corpus-new
بغرور	غرر	quranic-corpus-new
بغضب	غضب	quranic-corpus-new
بغلام	غلم	quranic-corpus-new
بغم	غمم	quranic-corpus-new
بغيا	بغي	quranic-corpus-new
بغير	غير	quranic-corpus-new
بغيظكم	غيظ	quranic-corpus-new
بغيظهم	غيظ	quranic-corpus-new
بغيكم	بغي	quranic-corpus-new
بفاتنين	فتن	quranic-corpus-new
بفاحشة	فحش	quranic-corpus-new
بفاكهة	فكه	quranic-corpus-new
بفضل	فضل	quranic-corpus-new
بقا	بقي	quranic-corpus-new
بقادر	قدر	quranic-corpus-new
بقبس	قبس	quranic-corpus-new
بقبول	قبل	quranic-corpus-new
بقدر	قدر	quranic-corpus-new
بقدرها	قدر	quranic-corpus-new
بقرءان	قرء	quranic-corpus-new
بقرات	بقر	quranic-corpus-new
بقربان	قرب	quranic-corpus-new
بقرة	بقر	quranic-corpus-new
بقريب	قرب	quranic-corpus-new
بقطع	قطع	quranic-corpus-new
بقلب	قلب	quranic-corpus-new
بقلها	بقل	quranic-corpus-new
بقميصا	قمص	quranic-corpus-new
بقنطار	قنطر	quranic-corpus-new
بقوة	قوي	quranic-corpus-new
بقول	قول	quranic-corpus-new
بقوم	قوم	quranic-corpus-new
بقية	بقي	quranic-corpus-new
بقيت	بقي	quranic-corpus-new
بقيعة	قوع	quranic-corpus-new
بكاس	كءس	quranic-corpus-new
بكاف	كفي	quranic-corpus-new
بكافرين	كفر	quranic-corpus-new
بكاهن	كهن	quranic-corpus-new
بكت	بكي	quranic-corpus-new
بكتاب	كتب	quranic-corpus-new
بكتابا	كتب	quranic-corpus-new
بكتابكم	كتب	quranic-corpus-new
بكر	بكر	quranic-corpus-new
بكرة	بكر	quranic-corpus-new
بكفرك	كفر	quranic-corpus-new
بكفرهم	كفر	quranic-corpus-new
بكل	كلل	quranic-corpus-new
بكلمات	كلم	quranic-corpus-new
بكلماته	كلم	quranic-corpus-new
بكلمة	كلم	quranic-corpus-new
بكم	بكم	quranic-corpus-new
بكيدهن	كيد	quranic-corpus-new
بلاء	بلو	quranic-corpus-new
بلاءا	بلو	quranic-corpus-new
بلاغ	بلغ	quranic-corpus-new
بلاغا	بلغ	quranic-corpus-new
بلحيتا	لحي	quranic-corpus-new
بلد	بلد	quranic-corpus-new
بلدا	بلد	quranic-corpus-new
بلدة	بلد	quranic-corpus-new
بلسان	لسن	quranic-corpus-new
بلسانك	لسن	quranic-corpus-new
بلغ	بلغ	quranic-corpus-new
بلغا	بلغ	quranic-corpus-new
بلغت	بلغ	quranic-corpus-new
بلغن	بلغ	quranic-corpus-new
بلغنا	بلغ	quranic-corpus-new
بلغوا	بلغ	quranic-corpus-new
بلقاء	لقي	quranic-corpus-new
بلونا	بلو	quranic-corpus-new
بلوناهم	بلو	quranic-corpus-new
بليغا	بلغ	quranic-corpus-new
بليل	ليل	quranic-corpus-new
بمءمن	ءمن	quranic-corpus-new
بمءمنين	ءمن	quranic-corpus-new
بماء	موه	quranic-corpus-new
بمال	مول	quranic-corpus-new
بمبعوثين	بعث	quranic-corpus-new
بمثل	مثل	quranic-corpus-new
بمثله	مثل	quranic-corpus-new
بمثلها	مثل	quranic-corpus-new
بمجنون	جنن	quranic-corpus-new
بمخرجين	خرج	quranic-corpus-new
بمزحزحه	زحزح	quranic-corpus-new
بمسبوقين	سبق	quranic-corpus-new
بمستيقنين	يقن	quranic-corpus-new
بمسمع	سمع	quranic-corpus-new
بمصابيح	صبح	quranic-corpus-new
بمصر	مصر	quranic-corpus-new
بمصرخا	صرخ	quranic-corpus-new
بمصرخكم	صرخ	quranic-corpus-new
بمصيطر	سطر	quranic-corpus-new
بمعجز	عجز	quranic-corpus-new
بمعجزين	عجز	quranic-corpus-new
بمعذبين	عذب	quranic-corpus-new
بمعروف	عرف	quranic-corpus-new
بمغفرة	غفر	quranic-corpus-new
بمفازة	فوز	quranic-corpus-new
بمفازتهم	فوز	quranic-corpus-new
بمقدار	قدر	quranic-corpus-new
بمقعدهم	قعد	quranic-corpus-new
بمكرهن	مكر	quranic-corpus-new
بملكنا	ملك	quranic-corpus-new
بملوم	لوم	quranic-corpus-new
بمنشرين	نشر	quranic-corpus-new
بمواقع	وقع	quranic-corpus-new
بميت	موت	quranic-corpus-new
بميتين	موت	quranic-corpus-new
بميثاقهم	وثق	quranic-corpus-new
بنا	بني	quranic-corpus-new
بناء	بني	quranic-corpus-new
بنات	بني	quranic-corpus-new
بناتا	بني	quranic-corpus-new
بناتك	بني	quranic-corpus-new
بناصيتها	نصي	quranic-corpus-new
بنان	بنن	quranic-corpus-new
بنانه	بنن	quranic-corpus-new
بناها	بني	quranic-corpus-new
بنبا	نبء	quranic-corpus-new
بنخل	نخل	quranic-corpus-new
بنصب	نصب	quranic-corpus-new
بنصر	نصر	quranic-corpus-new
بنصره	نصر	quranic-corpus-new
بنعمة	نعم	quranic-corpus-new
بنعمت	نعم	quranic-corpus-new
بنعمته	نعم	quranic-corpus-new
بنفسك	نفس	quranic-corpus-new
بنميم	نمم	quranic-corpus-new
بنهر	نهر	quranic-corpus-new
بنوا	بني	quranic-corpus-new
بنور	نور	quranic-corpus-new
بنورهم	نور	quranic-corpus-new
بنون	بني	quranic-corpus-new
بنيان	بني	quranic-corpus-new
بنيانا	بني	quranic-corpus-new
بنيانه	بني	quranic-corpus-new
بنيانهم	بني	quranic-corpus-new
بنين	بني	quranic-corpus-new
بنيناها	بني	quranic-corpus-new
بنيه	بني	quranic-corpus-new
بهاد	هدي	quranic-corpus-new
بهادا	هدي	quranic-corpus-new
بهتان	بهت	quranic-corpus-new
بهتانا	بهت	quranic-corpus-new
بهجة	بهج	quranic-corpus-new
بهدية	هدي	quranic-corpus-new
بهديتكم	هدي	quranic-corpus-new
بهيج	بهج	quranic-corpus-new
بهيمة	بهم	quranic-corpus-new
بواحدة	وحد	quranic-corpus-new
بواد	ودي	quranic-corpus-new
بوالدتا	ولد	quranic-corpus-new
بوالديه	ولد	quranic-corpus-new
بوانا	بوء	quranic-corpus-new
بوجهه	وجه	quranic-corpus-new
بوجوهكم	وجه	quranic-corpus-new
بورا	بور	quranic-corpus-new
بورقكم	ورق	quranic-corpus-new
بورك	برك	quranic-corpus-new
بوكيل	وكل	quranic-corpus-new
بولده	ولد	quranic-corpus-new
بولدها	ولد	quranic-corpus-new
بياتا	بيت	quranic-corpus-new
بيان	بين	quranic-corpus-new
بيانه	بين	quranic-corpus-new
بيت	بيت	quranic-corpus-new
بيتا	بيت	quranic-corpus-new
بيتك	بيت	quranic-corpus-new
بيته	بيت	quranic-corpus-new
بيتها	بيت	quranic-corpus-new
بيد	يدي	quranic-corpus-new
بيدا	يدي	quranic-corpus-new
بيدك	يدي	quranic-corpus-new
بيده	يدي	quranic-corpus-new
بيس	بءس	quranic-corpus-new
بيض	بيض	quranic-corpus-new
بيضاء	بيض	quranic-corpus-new
بيع	بيع	quranic-corpus-new
بيمينك	يمن	quranic-corpus-new
بيمينه	يمن	quranic-corpus-new
بين	بين	quranic-corpus-new
بينا	بين	quranic-corpus-new
بينات	بين	quranic-corpus-new
بيناه	بين	quranic-corpus-new
بينة	بين	quranic-corpus-new
بينت	بين	quranic-corpus-new
بينك	بين	quranic-corpus-new
بينكم	بين	quranic-corpus-new
بيننا	بين	quranic-corpus-new
بينه	بين	quranic-corpus-new
بينها	بين	quranic-corpus-new
بينهم	بين	quranic-corpus-new
بينهما	بين	quranic-corpus-new
بينهن	بين	quranic-corpus-new
بيوت	بيت	quranic-corpus-new
بيوتا	بيت	quranic-corpus-new
بيوتكم	بيت	quranic-corpus-new
بيوتكن	بيت	quranic-corpus-new
بيوتنا	بيت	quranic-corpus-new
بيوتهم	بيت	quranic-corpus-new
بيوتهن	بيت	quranic-corpus-new
بيوم	يوم	quranic-corpus-new
تءاخذنا	ءخذ	quranic-corpus-new
تءتا	ءتي	quranic-corpus-new
تءتوا	ءتي	quranic-corpus-new
تءتون	ءتي	quranic-corpus-new
تءتونهن	ءتي	quranic-corpus-new
تءتوه	ءتي	quranic-corpus-new
تءثرون	ءثر	quranic-corpus-new
تءدوا	ءدي	quranic-corpus-new
تءذوا	ءذي	quranic-corpus-new
تءذوننا	ءذي	quranic-corpus-new
تءزهم	ءزز	quranic-corpus-new
تءفكون	ءفك	quranic-corpus-new
تءمر	ءمر	quranic-corpus-new
تءمرون	ءمر	quranic-corpus-new
تءمن	ءمن	quranic-corpus-new
تءمنوا	ءمن	quranic-corpus-new
تءمنون	ءمن	quranic-corpus-new
تاءبات	توب	quranic-corpus-new
تاب	توب	quranic-corpus-new
تابا	توب	quranic-corpus-new
تابوا	توب	quranic-corpus-new
تاتا	ءتي	quranic-corpus-new
تاتنا	ءتي	quranic-corpus-new
تاتهم	ءتي	quranic-corpus-new
تاتوا	ءتي	quranic-corpus-new
تاتونا	ءتي	quranic-corpus-new
تاتوننا	ءتي	quranic-corpus-new
تاتيكم	ءتي	quranic-corpus-new
تاتينا	ءتي	quranic-corpus-new
تاتيهم	ءتي	quranic-corpus-new
تاثيم	ءثم	quranic-corpus-new
تاثيما	ءثم	quranic-corpus-new
تاجرنا	ءجر	quranic-corpus-new
تاخذ	ءخذ	quranic-corpus-new
تاخذكم	ءخذ	quranic-corpus-new
تاخذه	ءخذ	quranic-corpus-new
تاخذهم	ءخذ	quranic-corpus-new
تاخذوا	ءخذ	quranic-corpus-new
تاخذونه	ءخذ	quranic-corpus-new
تاخذونها	ءخذ	quranic-corpus-new
تاخر	ءخر	quranic-corpus-new
تاذن	ءذن	quranic-corpus-new
تارة	تور	quranic-corpus-new
تارك	ترك	quranic-corpus-new
تاس	ءسو	quranic-corpus-new
تاسوا	ءسو	quranic-corpus-new
تاكل	ءكل	quranic-corpus-new
تاكله	ءكل	quranic-corpus-new
تاكلوا	ءكل	quranic-corpus-new
تاكلون	ءكل	quranic-corpus-new
تاكلوها	ءكل	quranic-corpus-new
تالله	ءله	quranic-corpus-new
تالمون	ءلم	quranic-corpus-new
تامرك	ءمر	quranic-corpus-new
تامرنا	ءمر	quranic-corpus-new
تامرهم	ءمر	quranic-corpus-new
تامرون	ءمر	quranic-corpus-new
تامرونا	ءمر	quranic-corpus-new
تامروننا	ءمر	quranic-corpus-new
تامرين	ءمر	quranic-corpus-new
تامنا	ءمن	quranic-corpus-new
تامنه	ءمن	quranic-corpus-new
تاويل	ءول	quranic-corpus-new
تاويلا	ءول	quranic-corpus-new
تاويله	ءول	quranic-corpus-new
تايسوا	يءس	quranic-corpus-new
تباب	تبب	quranic-corpus-new
تبارا	تبر	quranic-corpus-new
تبارك	برك	quranic-corpus-new
تباشروهن	بشر	quranic-corpus-new
تبايعتم	بيع	quranic-corpus-new
تبت	توب	quranic-corpus-new
تبت	تبب	quranic-corpus-new
تبتءس	بءس	quranic-corpus-new
تبتغا	بغي	quranic-corpus-new
تبتغوا	بغي	quranic-corpus-new
تبتغون	بغي	quranic-corpus-new
تبتم	توب	quranic-corpus-new
تبتيلا	بتل	quranic-corpus-new
تبخسوا	بخس	quranic-corpus-new
تبخلوا	بخل	quranic-corpus-new
تبد	بدو	quranic-corpus-new
تبدل	بدل	quranic-corpus-new
تبدوا	بدو	quranic-corpus-new
تبدون	بدو	quranic-corpus-new
تبدونها	بدو	quranic-corpus-new
تبدوه	بدو	quranic-corpus-new
تبديل	بدل	quranic-corpus-new
تبديلا	بدل	quranic-corpus-new
تبذر	بذر	quranic-corpus-new
تبذيرا	بذر	quranic-corpus-new
تبرءوا	برء	quranic-corpus-new
تبرا	برء	quranic-corpus-new
تبرانا	برء	quranic-corpus-new
تبرج	برج	quranic-corpus-new
تبرجن	برج	quranic-corpus-new
تبرنا	تبر	quranic-corpus-new
تبروا	برر	quranic-corpus-new
تبروهم	برر	quranic-corpus-new
تبسطها	بسط	quranic-corpus-new
تبسل	بسل	quranic-corpus-new
تبشرون	بشر	quranic-corpus-new
تبصرة	بصر	quranic-corpus-new
تبصرون	بصر	quranic-corpus-new
تبطلوا	بطل	quranic-corpus-new
تبع	تبع	quranic-corpus-new
تبعا	تبع	quranic-corpus-new
تبعثون	بعث	quranic-corpus-new
تبعك	تبع	quranic-corpus-new
تبعنا	تبع	quranic-corpus-new
تبعوا	تبع	quranic-corpus-new
تبغ	بغي	quranic-corpus-new
تبغا	بغي	quranic-corpus-new
تبغوا	بغي	quranic-corpus-new
تبغونها	بغي	quranic-corpus-new
تبقا	بقي	quranic-corpus-new
تبكون	بكي	quranic-corpus-new
تبلا	بلو	quranic-corpus-new
تبلغ	بلغ	quranic-corpus-new
تبلوا	بلو	quranic-corpus-new
تبوء	بوء	quranic-corpus-new
تبوءا	بوء	quranic-corpus-new
تبوءو	بوء	quranic-corpus-new
تبوا	بوء	quranic-corpus-new
تبور	بور	quranic-corpus-new
تبيانا	بين	quranic-corpus-new
تبيد	بيد	quranic-corpus-new
تبيض	بيض	quranic-corpus-new
تبيعا	تبع	quranic-corpus-new
تبين	بين	quranic-corpus-new
تبينت	بين	quranic-corpus-new
تتبدلوا	بدل	quranic-corpus-new
تتبع	تبع	quranic-corpus-new
تتبعان	تبع	quranic-corpus-new
تتبعن	تبع	quranic-corpus-new
تتبعها	تبع	quranic-corpus-new
تتبعوا	تبع	quranic-corpus-new
تتبعون	تبع	quranic-corpus-new
تتبعونا	تبع	quranic-corpus-new
تتبيب	تبب	quranic-corpus-new
تتبيرا	تبر	quranic-corpus-new
تتجافا	جفو	quranic-corpus-new
تتخذ	ءخذ	quranic-corpus-new
تتخذوا	ءخذ	quranic-corpus-new
تتخذون	ءخذ	quranic-corpus-new
تتذكرون	ذكر	quranic-corpus-new
تترا	وتر	quranic-corpus-new
تتركه	ترك	quranic-corpus-new
تتركوا	ترك	quranic-corpus-new
تتفرقوا	فرق	quranic-corpus-new
تتفكروا	فكر	quranic-corpus-new
تتفكرون	فكر	quranic-corpus-new
تتقلب	قلب	quranic-corpus-new
تتقوا	وقي	quranic-corpus-new
تتقون	وقي	quranic-corpus-new
تتكبر	كبر	quranic-corpus-new
تتلا	تلو	quranic-corpus-new
تتلوا	تلو	quranic-corpus-new
تتلون	تلو	quranic-corpus-new
تتمارا	مري	quranic-corpus-new
تتمنوا	مني	quranic-corpus-new
تتناجوا	نجو	quranic-corpus-new
تتنزل	نزل	quranic-corpus-new
تتوبا	توب	quranic-corpus-new
تتوفاهم	وفي	quranic-corpus-new
تتولوا	ولي	quranic-corpus-new
تثبيتا	ثبت	quranic-corpus-new
تثريب	ثرب	quranic-corpus-new
تثقفنهم	ثقف	quranic-corpus-new
تثير	ثور	quranic-corpus-new
تجادل	جدل	quranic-corpus-new
تجادلك	جدل	quranic-corpus-new
تجادلوا	جدل	quranic-corpus-new
تجارة	تجر	quranic-corpus-new
تجارتهم	تجر	quranic-corpus-new
تجتنبوا	جنب	quranic-corpus-new
تجد	وجد	quranic-corpus-new
تجدوا	وجد	quranic-corpus-new
تجدوه	وجد	quranic-corpus-new
تجرا	جري	quranic-corpus-new
تجرمون	جرم	quranic-corpus-new
تجروا	جءر	quranic-corpus-new
تجرون	جءر	quranic-corpus-new
تجريان	جري	quranic-corpus-new
تجزا	جزي	quranic-corpus-new
تجزون	جزي	quranic-corpus-new
تجسسوا	جسس	quranic-corpus-new
تجعل	جعل	quranic-corpus-new
تجعلنا	جعل	quranic-corpus-new
تجعلوا	جعل	quranic-corpus-new
تجعلونه	جعل	quranic-corpus-new
تجلا	جلو	quranic-corpus-new
تجمعوا	جمع	quranic-corpus-new
تجهر	جهر	quranic-corpus-new
تجهروا	جهر	quranic-corpus-new
تجهلون	جهل	quranic-corpus-new
تجوع	جوع	quranic-corpus-new
تحا	حيي	quranic-corpus-new
تحاجون	حجج	quranic-corpus-new
تحاضون	حضض	quranic-corpus-new
تحاوركما	حور	quranic-corpus-new
تحبرون	حبر	quranic-corpus-new
تحبسونهما	حبس	quranic-corpus-new
تحبط	حبط	quranic-corpus-new
تحبوا	حبب	quranic-corpus-new
تحبون	حبب	quranic-corpus-new
تحبونها	حبب	quranic-corpus-new
تحبونهم	حبب	quranic-corpus-new
تحت	تحت	quranic-corpus-new
تحتا	تحت	quranic-corpus-new
تحتك	تحت	quranic-corpus-new
تحته	تحت	quranic-corpus-new
تحتها	تحت	quranic-corpus-new
تحتهم	تحت	quranic-corpus-new
تحدث	حدث	quranic-corpus-new
تحذرون	حذر	quranic-corpus-new
تحرثون	حرث	quranic-corpus-new
تحرص	حرص	quranic-corpus-new
تحرك	حرك	quranic-corpus-new
تحرم	حرم	quranic-corpus-new
تحرموا	حرم	quranic-corpus-new
تحروا	حري	quranic-corpus-new
تحرير	حرر	quranic-corpus-new
تحزن	حزن	quranic-corpus-new
تحزنا	حزن	quranic-corpus-new
تحزنوا	حزن	quranic-corpus-new
تحزنون	حزن	quranic-corpus-new
تحس	حسس	quranic-corpus-new
تحسب	حسب	quranic-corpus-new
تحسبن	حسب	quranic-corpus-new
تحسبنهم	حسب	quranic-corpus-new
تحسبها	حسب	quranic-corpus-new
تحسبهم	حسب	quranic-corpus-new
تحسبوه	حسب	quranic-corpus-new
تحسدوننا	حسد	quranic-corpus-new
تحسنوا	حسن	quranic-corpus-new
تحسونهم	حسس	quranic-corpus-new
تحشرون	حشر	quranic-corpus-new
تحصنا	حصن	quranic-corpus-new
تحصنون	حصن	quranic-corpus-new
تحصوه	حصي	quranic-corpus-new
تحصوها	حصي	quranic-corpus-new
تحط	حوط	quranic-corpus-new
تحكم	حكم	quranic-corpus-new
تحكموا	حكم	quranic-corpus-new
تحكمون	حكم	quranic-corpus-new
تحل	حلل	quranic-corpus-new
تحلة	حلل	quranic-corpus-new
تحلقوا	حلق	quranic-corpus-new
تحلوا	حلل	quranic-corpus-new
تحمل	حمل	quranic-corpus-new
تحملنا	حمل	quranic-corpus-new
تحمله	حمل	quranic-corpus-new
تحملون	حمل	quranic-corpus-new
تحنث	حنث	quranic-corpus-new
تحويلا	حول	quranic-corpus-new
تحية	حيي	quranic-corpus-new
تحيتهم	حيي	quranic-corpus-new
تحيد	حيد	quranic-corpus-new
تحيطوا	حوط	quranic-corpus-new
تحيون	حيي	quranic-corpus-new
تخاصم	خصم	quranic-corpus-new
تخاطبنا	خطب	quranic-corpus-new
تخاف	خوف	quranic-corpus-new
تخافا	خوف	quranic-corpus-new
تخافت	خفت	quranic-corpus-new
تخافن	خوف	quranic-corpus-new
تخافوا	خوف	quranic-corpus-new
تخافون	خوف	quranic-corpus-new
تخافونهم	خوف	quranic-corpus-new
تخافوهم	خوف	quranic-corpus-new
تخالطوهم	خلط	quranic-corpus-new
تختانون	خون	quranic-corpus-new
تختصموا	خصم	quranic-corpus-new
تختصمون	خصم	quranic-corpus-new
تختلفون	خلف	quranic-corpus-new
تخرج	خرج	quranic-corpus-new
تخرجوا	خرج	quranic-corpus-new
تخرجون	خرج	quranic-corpus-new
تخرجوهن	خرج	quranic-corpus-new
تخرصون	خرص	quranic-corpus-new
تخرق	خرق	quranic-corpus-new
تخزنا	خزي	quranic-corpus-new
تخزون	خزي	quranic-corpus-new
