word	root	source
انعش	نعش	qalsadi-verbs
انعصب	عصب	qalsadi-verbs
انعصر	عصر	qalsadi-verbs
انعصم	عصم	qalsadi-verbs
انعطف	عطف	qalsadi-verbs
انعفر	عفر	qalsadi-verbs
انعفق	عفق	qalsadi-verbs
انعقد	عقد	qalsadi-verbs
انعقف	عقف	qalsadi-verbs
انعكس	عكس	qalsadi-verbs
انعل	نعل	qalsadi-verbs
انعم	نعم	qalsadi-verbs
انغاض	غيض	qalsadi-verbs
انغرز	غرز	qalsadi-verbs
انغرس	غرس	qalsadi-verbs
انغسل	غسل	qalsadi-verbs
انغص	نغص	qalsadi-verbs
انغض	غضض	qalsadi-verbs
انغضف	غضف	qalsadi-verbs
انغط	غطط	qalsadi-verbs
انغلق	غلق	qalsadi-verbs
انغم	غمم	qalsadi-verbs
انغمر	غمر	qalsadi-verbs
انغمس	غمس	qalsadi-verbs
انغمض	غمض	qalsadi-verbs
انف	انف	qalsadi-verbs
انفتح	فتح	qalsadi-verbs
انفتق	فتق	qalsadi-verbs
انفتل	فتل	qalsadi-verbs
انفث	فثث	qalsadi-verbs
انفجر	فجر	qalsadi-verbs
انفد	نفد	qalsadi-verbs
انفذ	نفذ	qalsadi-verbs
انفر	نفر	qalsadi-verbs
انفرج	فرج	qalsadi-verbs
انفرد	فرد	qalsadi-verbs
انفرط	فرط	qalsadi-verbs
انفرق	فرق	qalsadi-verbs
انفرك	فرك	qalsadi-verbs
انفس	نفس	qalsadi-verbs
انفسح	فسح	qalsadi-verbs
انفسخ	فسخ	qalsadi-verbs
انفش	نفش	qalsadi-verbs
انفش	فشش	qalsadi-verbs
انفصد	فصد	qalsadi-verbs
انفصل	فصل	qalsadi-verbs
انفصم	فصم	qalsadi-verbs
انفض	نفض	qalsadi-verbs
انفض	فضض	qalsadi-verbs
انفضح	فضح	qalsadi-verbs
انفطر	فطر	qalsadi-verbs
انفطم	فطم	qalsadi-verbs
انفعل	فعل	qalsadi-verbs
انفغر	فغر	qalsadi-verbs
انفق	نفق	qalsadi-verbs
انفقا	فقا	qalsadi-verbs
انفقص	فقص	qalsadi-verbs
انفقع	فقع	qalsadi-verbs
انفك	فكك	qalsadi-verbs
انفل	نفل	qalsadi-verbs
انفل	فلل	qalsadi-verbs
انفلت	فلت	qalsadi-verbs
انفلج	فلج	qalsadi-verbs
انفلق	فلق	qalsadi-verbs
انق	نقق	qalsadi-verbs
انق	انق	qalsadi-verbs
انقا	نقو	qalsadi-verbs
انقاد	قود	qalsadi-verbs
انقاس	جذر	qalsadi-verbs
انقاض	قضض	qalsadi-verbs
انقاض	قوض	qalsadi-verbs
انقب	نقب	qalsadi-verbs
انقبض	قبض	qalsadi-verbs
انقبع	قبع	qalsadi-verbs
انقح	نقح	qalsadi-verbs
انقذ	نقذ	qalsadi-verbs
انقذف	قذف	qalsadi-verbs
انقرض	قرض	qalsadi-verbs
انقسم	قسم	qalsadi-verbs
انقشر	قشر	qalsadi-verbs
انقشع	قشع	qalsadi-verbs
انقص	قصص	qalsadi-verbs
انقص	نقص	qalsadi-verbs
انقصف	قصف	qalsadi-verbs
انقصم	قصم	qalsadi-verbs
انقض	نقض	qalsadi-verbs
انقض	قضض	qalsadi-verbs
انقضا	قضي	qalsadi-verbs
انقطع	قطع	qalsadi-verbs
انقع	نقع	qalsadi-verbs
انقعر	قعر	qalsadi-verbs
انقفل	قفل	qalsadi-verbs
انقل	نقل	qalsadi-verbs
انقلب	قلب	qalsadi-verbs
انقلع	قلع	qalsadi-verbs
انقه	نقه	qalsadi-verbs
انكب	كبب	qalsadi-verbs
انكبت	كبت	qalsadi-verbs
انكبس	كبس	qalsadi-verbs
انكتب	كتب	qalsadi-verbs
انكتم	كتم	qalsadi-verbs
انكثب	كثب	qalsadi-verbs
انكح	نكح	qalsadi-verbs
انكد	نكد	qalsadi-verbs
انكدر	كدر	qalsadi-verbs
انكر	نكر	qalsadi-verbs
انكسر	كسر	qalsadi-verbs
انكسف	كسف	qalsadi-verbs
انكشف	كشف	qalsadi-verbs
انكف	نكف	qalsadi-verbs
انكف	كفف	qalsadi-verbs
انكفا	كفا	qalsadi-verbs
انكل	نكل	qalsadi-verbs
انكمش	كمش	qalsadi-verbs
انما	نمي	qalsadi-verbs
انمحا	محي	qalsadi-verbs
انمحق	محق	qalsadi-verbs
انمر	نمر	qalsadi-verbs
انمس	نمس	qalsadi-verbs
انها	نهي	qalsadi-verbs
انهار	هور	qalsadi-verbs
انهال	هيل	qalsadi-verbs
انهب	نهب	qalsadi-verbs
انهبط	هبط	qalsadi-verbs
انهتك	هتك	qalsadi-verbs
انهج	نهج	qalsadi-verbs
انهجم	هجم	qalsadi-verbs
انهد	نهد	qalsadi-verbs
انهد	هدد	qalsadi-verbs
انهدم	هدم	qalsadi-verbs
انهر	نهر	qalsadi-verbs
انهز	نهز	qalsadi-verbs
انهزم	هزم	qalsadi-verbs
انهشم	هشم	qalsadi-verbs
انهض	نهض	qalsadi-verbs
انهضم	هضم	qalsadi-verbs
انهك	نهك	qalsadi-verbs
انهل	نهل	qalsadi-verbs
انهل	هلل	qalsadi-verbs
انهلك	هلك	qalsadi-verbs
انهمر	همر	qalsadi-verbs
انهمز	همز	qalsadi-verbs
انهمك	همك	qalsadi-verbs
انهوا	هوي	qalsadi-verbs
انوا	نوا	qalsadi-verbs
انوا	نوي	qalsadi-verbs
انور	نور	qalsadi-verbs
اهاب	هيب	qalsadi-verbs
اهاج	هيج	qalsadi-verbs
اهان	هون	qalsadi-verbs
اهب	هبب	qalsadi-verbs
اهب	اهب	qalsadi-verbs
اهبط	هبط	qalsadi-verbs
اهبل	هبل	qalsadi-verbs
اهتاج	هيج	qalsadi-verbs
اهتبل	هبل	qalsadi-verbs
اهتدا	هدي	qalsadi-verbs
اهترا	جذر	qalsadi-verbs
اهتز	هزز	qalsadi-verbs
اهتزع	هزع	qalsadi-verbs
اهتل	هلل	qalsadi-verbs
اهتلك	هلك	qalsadi-verbs
اهتم	همم	qalsadi-verbs
اهجر	هجر	qalsadi-verbs
اهجم	هجم	qalsadi-verbs
اهدا	هدا	qalsadi-verbs
اهدا	هدي	qalsadi-verbs
اهدب	هدب	qalsadi-verbs
اهدر	هدر	qalsadi-verbs
اهذب	هذب	qalsadi-verbs
اهذر	هذر	qalsadi-verbs
اهر	هرر	qalsadi-verbs
اهرا	هرا	qalsadi-verbs
اهرب	هرب	qalsadi-verbs
اهرج	هرج	qalsadi-verbs
اهرع	هرع	qalsadi-verbs
اهرف	هرف	qalsadi-verbs
اهرق	هرق	qalsadi-verbs
اهرم	هرم	qalsadi-verbs
اهرورق	هرق	qalsadi-verbs
اهزل	هزل	qalsadi-verbs
اهضل	هضل	qalsadi-verbs
اهل	هلل	qalsadi-verbs
اهل	اهل	qalsadi-verbs
اهلك	هلك	qalsadi-verbs
اهم	همم	qalsadi-verbs
اهما	هما	qalsadi-verbs
اهمد	همد	qalsadi-verbs
اهمل	همل	qalsadi-verbs
اهوا	هوي	qalsadi-verbs
اهوج	هوج	qalsadi-verbs
اهيق	هيق	qalsadi-verbs
اوا	اوي	qalsadi-verbs
اوب	اوب	qalsadi-verbs
اوبا	وبا	qalsadi-verbs
اوبر	وبر	qalsadi-verbs
اوبق	وبق	qalsadi-verbs
اوتد	وتد	qalsadi-verbs
اوتر	وتر	qalsadi-verbs
اوثب	وثب	qalsadi-verbs
اوثف	وثف	qalsadi-verbs
اوثق	وثق	qalsadi-verbs
اوجب	وجب	qalsadi-verbs
اوجد	وجد	qalsadi-verbs
اوجز	وجز	qalsadi-verbs
اوجس	وجس	qalsadi-verbs
اوجع	وجع	qalsadi-verbs
اوجف	وجف	qalsadi-verbs
اوجل	وجل	qalsadi-verbs
اوجه	وجه	qalsadi-verbs
اوحا	وحي	qalsadi-verbs
اوحج	وحج	qalsadi-verbs
اوحد	وحد	qalsadi-verbs
اوحش	وحش	qalsadi-verbs
اوحل	وحل	qalsadi-verbs
اود	اود	qalsadi-verbs
اودا	ودي	qalsadi-verbs
اودع	ودع	qalsadi-verbs
اورا	وري	qalsadi-verbs
اورث	ورث	qalsadi-verbs
اورد	ورد	qalsadi-verbs
اورس	ورس	qalsadi-verbs
اورط	ورط	qalsadi-verbs
اورع	ورع	qalsadi-verbs
اورف	ورف	qalsadi-verbs
اورق	ورق	qalsadi-verbs
اورم	ورم	qalsadi-verbs
اوزر	وزر	qalsadi-verbs
اوزع	وزع	qalsadi-verbs
اوزن	وزن	qalsadi-verbs
اوسخ	وسخ	qalsadi-verbs
اوسط	وسط	qalsadi-verbs
اوسع	وسع	qalsadi-verbs
اوسق	وسق	qalsadi-verbs
اوشا	وشي	qalsadi-verbs
اوشق	وشق	qalsadi-verbs
اوشك	وشك	qalsadi-verbs
اوشم	وشم	qalsadi-verbs
اوصا	وصي	qalsadi-verbs
اوصد	وصد	qalsadi-verbs
اوصف	وصف	qalsadi-verbs
اوصل	وصل	qalsadi-verbs
اوضح	وضح	qalsadi-verbs
اوضخ	وضخ	qalsadi-verbs
اوضع	وضع	qalsadi-verbs
اوضف	وضف	qalsadi-verbs
اوطا	وطا	qalsadi-verbs
اوطن	وطن	qalsadi-verbs
اوعا	وعي	qalsadi-verbs
اوعب	وعب	qalsadi-verbs
اوعد	وعد	qalsadi-verbs
اوعر	وعر	qalsadi-verbs
اوعز	وعز	qalsadi-verbs
اوعك	وعك	qalsadi-verbs
اوغر	وغر	qalsadi-verbs
اوغل	وغل	qalsadi-verbs
اوفا	وفي	qalsadi-verbs
اوفد	وفد	qalsadi-verbs
اوفر	وفر	qalsadi-verbs
اوفق	وفق	qalsadi-verbs
اوقد	وقد	qalsadi-verbs
اوقر	وقر	qalsadi-verbs
اوقع	وقع	qalsadi-verbs
اوقف	وقف	qalsadi-verbs
اوكب	وكب	qalsadi-verbs
اوكد	وكد	qalsadi-verbs
اوكس	وكس	qalsadi-verbs
اوكل	وكل	qalsadi-verbs
اول	اول	qalsadi-verbs
اولا	ولي	qalsadi-verbs
اولج	ولج	qalsadi-verbs
اولد	ولد	qalsadi-verbs
اولع	ولع	qalsadi-verbs
اوما	وما	qalsadi-verbs
اومض	ومض	qalsadi-verbs
اونا	وني	qalsadi-verbs
اوها	وهي	qalsadi-verbs
اوهب	وهب	qalsadi-verbs
اوهج	وهج	qalsadi-verbs
اوهم	وهم	qalsadi-verbs
اوهن	وهن	qalsadi-verbs
اياس	ياس	qalsadi-verbs
ايبس	يبس	qalsadi-verbs
ايتم	يتم	qalsadi-verbs
ايد	ايد	qalsadi-verbs
ايراق	ورق	qalsadi-verbs
ايس	ايس	qalsadi-verbs
ايسر	يسر	qalsadi-verbs
ايفع	يفع	qalsadi-verbs
ايقظ	يقظ	qalsadi-verbs
ايقن	يقن	qalsadi-verbs
ايم	ايم	qalsadi-verbs
ايمن	يمن	qalsadi-verbs
اينع	ينع	qalsadi-verbs
بءس	باس	qalsadi-verbs
باء	بوا	qalsadi-verbs
بابا	بابا	qalsadi-verbs
بات	بيت	qalsadi-verbs
باح	بوح	qalsadi-verbs
باحث	بحث	qalsadi-verbs
باخ	بوخ	qalsadi-verbs
باد	بيد	qalsadi-verbs
بادا	بدا	qalsadi-verbs
بادا	بدو	qalsadi-verbs
بادر	بدر	qalsadi-verbs
بادل	بدل	qalsadi-verbs
بار	بور	qalsadi-verbs
بارا	بري	qalsadi-verbs
بارح	برح	qalsadi-verbs
بارز	برز	qalsadi-verbs
بارك	برك	qalsadi-verbs
باس	بوس	qalsadi-verbs
باسط	بسط	qalsadi-verbs
باشر	بشر	qalsadi-verbs
باصر	بصر	qalsadi-verbs
باض	بيض	qalsadi-verbs
باطا	بطا	qalsadi-verbs
باع	بيع	qalsadi-verbs
باعد	بعد	qalsadi-verbs
باغت	بغت	qalsadi-verbs
باكر	بكر	qalsadi-verbs
بال	بول	qalsadi-verbs
بالا	بلي	qalsadi-verbs
بالغ	بلغ	qalsadi-verbs
بان	بون	qalsadi-verbs
بان	بين	qalsadi-verbs
باها	بهي	qalsadi-verbs
باهت	بهت	qalsadi-verbs
باهر	بهر	qalsadi-verbs
بايع	بيع	qalsadi-verbs
بت	بتت	qalsadi-verbs
بتر	بتر	qalsadi-verbs
بث	بثث	qalsadi-verbs
بثر	بثر	qalsadi-verbs
بجح	جذر	qalsadi-verbs
بجس	بجس	qalsadi-verbs
بجل	بجل	qalsadi-verbs
بح	بحح	qalsadi-verbs
بحث	بحث	qalsadi-verbs
بخر	بخر	qalsadi-verbs
بخر	جذر	qalsadi-verbs
بخس	بخس	qalsadi-verbs
بخل	بخل	qalsadi-verbs
بدا	بدا	qalsadi-verbs
بدا	بدو	qalsadi-verbs
بدد	بدد	qalsadi-verbs
بدر	بدر	qalsadi-verbs
بدع	بدع	qalsadi-verbs
بدل	بدل	qalsadi-verbs
بدل	جذر	qalsadi-verbs
بدن	بدن	qalsadi-verbs
بذء	بذا	qalsadi-verbs
بذا	بذا	qalsadi-verbs
بذخ	بذخ	qalsadi-verbs
بذر	بذر	qalsadi-verbs
بذل	بذل	qalsadi-verbs
بر	برر	qalsadi-verbs
برء	برا	qalsadi-verbs
برا	برا	qalsadi-verbs
برا	بري	qalsadi-verbs
بربر	بربر	qalsadi-verbs
برح	برح	qalsadi-verbs
برد	برد	qalsadi-verbs
برذن	برذن	qalsadi-verbs
برر	برر	qalsadi-verbs
برز	برز	qalsadi-verbs
برش	برش	qalsadi-verbs
برشم	برشم	qalsadi-verbs
برص	برص	qalsadi-verbs
برطل	برطل	qalsadi-verbs
برع	برع	qalsadi-verbs
برعم	برعم	qalsadi-verbs
برق	برق	qalsadi-verbs
برقش	برقش	qalsadi-verbs
برك	برك	qalsadi-verbs
برم	برم	qalsadi-verbs
برمج	برمج	qalsadi-verbs
برهن	برهن	qalsadi-verbs
بروز	بروز	qalsadi-verbs
بز	بزز	qalsadi-verbs
بزبز	بزبز	qalsadi-verbs
بزغ	بزغ	qalsadi-verbs
بزق	بزق	qalsadi-verbs
بزل	بزل	qalsadi-verbs
بستر	بستر	qalsadi-verbs
بسر	بسر	qalsadi-verbs
بسط	بسط	qalsadi-verbs
بسق	بسق	qalsadi-verbs
بسل	بسل	qalsadi-verbs
بسم	بسم	qalsadi-verbs
بسمل	بسمل	qalsadi-verbs
بش	بشش	qalsadi-verbs
بشر	بشر	qalsadi-verbs
بشع	بشع	qalsadi-verbs
بصبص	بصبص	qalsadi-verbs
بصر	بصر	qalsadi-verbs
بصق	بصق	qalsadi-verbs
بصم	بصم	qalsadi-verbs
بض	بضض	qalsadi-verbs
بضع	بضع	qalsadi-verbs
بطء	بطا	qalsadi-verbs
بطا	بطا	qalsadi-verbs
بطبط	بطبط	qalsadi-verbs
بطح	بطح	qalsadi-verbs
بطر	بطر	qalsadi-verbs
بطش	بطش	qalsadi-verbs
بطل	بطل	qalsadi-verbs
بطن	بطن	qalsadi-verbs
بعث	بعث	qalsadi-verbs
بعثر	بعثر	qalsadi-verbs
بعد	بعد	qalsadi-verbs
بعر	بعر	qalsadi-verbs
بغا	بغو	qalsadi-verbs
بغا	بغي	qalsadi-verbs
بغت	بغت	qalsadi-verbs
بغض	بغض	qalsadi-verbs
بغم	بغم	qalsadi-verbs
بقا	بقي	qalsadi-verbs
بقبق	بقبق	qalsadi-verbs
بقر	بقر	qalsadi-verbs
بقع	بقع	qalsadi-verbs
بقي	بقي	qalsadi-verbs
بكا	بكي	qalsadi-verbs
بكر	بكر	qalsadi-verbs
بكم	بكم	qalsadi-verbs
بل	بلل	qalsadi-verbs
بلا	بلو	qalsadi-verbs
بلبل	بلبل	qalsadi-verbs
بلج	بلج	qalsadi-verbs
بلد	بلد	qalsadi-verbs
بلسم	بلسم	qalsadi-verbs
بلط	بلط	qalsadi-verbs
بلع	بلع	qalsadi-verbs
بلعم	بلعم	qalsadi-verbs
بلغ	بلغ	qalsadi-verbs
بلل	بلل	qalsadi-verbs
بله	بله	qalsadi-verbs
بلور	بلور	qalsadi-verbs
بلي	بلي	qalsadi-verbs
بنا	بني	qalsadi-verbs
بنج	بنج	qalsadi-verbs
بها	بهو	qalsadi-verbs
بهت	بهت	qalsadi-verbs
بهج	بهج	qalsadi-verbs
بهدل	بهدل	qalsadi-verbs
بهر	بهر	qalsadi-verbs
بهرج	بهرج	qalsadi-verbs
بهظ	بهظ	qalsadi-verbs
بوا	بوا	qalsadi-verbs
بوب	بوب	qalsadi-verbs
بور	بور	qalsadi-verbs
بوق	بوق	qalsadi-verbs
بول	بول	qalsadi-verbs
بيت	بيت	qalsadi-verbs
بيض	بيض	qalsadi-verbs
بيطر	بيطر	qalsadi-verbs
بيطر	بطر	qalsadi-verbs
بين	بين	qalsadi-verbs
تءخا	اخو	qalsadi-verbs
تءزر	ازر	qalsadi-verbs
تءكل	اكل	qalsadi-verbs
تءلف	الف	qalsadi-verbs
تءمر	امر	qalsadi-verbs
تءنس	انس	qalsadi-verbs
تاءم	تام	qalsadi-verbs
تاب	توب	qalsadi-verbs
تابد	ابد	qalsadi-verbs
تابط	ابط	qalsadi-verbs
تابع	تبع	qalsadi-verbs
تاتا	اتي	qalsadi-verbs
تاتا	تاتا	qalsadi-verbs
تاثث	اثث	qalsadi-verbs
تاثر	اثر	qalsadi-verbs
تاثم	جذر	qalsadi-verbs
تاجج	اجج	qalsadi-verbs
تاجر	تجر	qalsadi-verbs
تاجل	اجل	qalsadi-verbs
تاخا	اخو	qalsadi-verbs
تاخر	اخر	qalsadi-verbs
تاخم	تخم	qalsadi-verbs
تادب	ادب	qalsadi-verbs
تاذن	جذر	qalsadi-verbs
تار	تار	qalsadi-verbs
تارجح	رجح	qalsadi-verbs
تازم	ازم	qalsadi-verbs
تاسا	اسو	qalsadi-verbs
تاسد	اسد	qalsadi-verbs
تاسس	اسس	qalsadi-verbs
تاسف	اسف	qalsadi-verbs
تاصل	جذر	qalsadi-verbs
تاطر	جذر	qalsadi-verbs
تافف	افف	qalsadi-verbs
تاق	توق	qalsadi-verbs
تاقلم	افلم	qalsadi-verbs
تاكد	اكد	qalsadi-verbs
تاكسد	اكسد	qalsadi-verbs
تاكل	اكل	qalsadi-verbs
تالب	الب	qalsadi-verbs
تالف	الف	qalsadi-verbs
تالق	الق	qalsadi-verbs
تالم	الم	qalsadi-verbs
تاله	اله	qalsadi-verbs
تامر	امر	qalsadi-verbs
تامرك	امرك	qalsadi-verbs
تامل	امل	qalsadi-verbs
تامم	جذر	qalsadi-verbs
تانا	اني	qalsadi-verbs
تانث	انث	qalsadi-verbs
تانس	انس	qalsadi-verbs
تانق	انق	qalsadi-verbs
تاه	تيه	qalsadi-verbs
تاهب	اهب	qalsadi-verbs
تاهل	اهل	qalsadi-verbs
تاول	جذر	qalsadi-verbs
تاوه	اوه	qalsadi-verbs
تايد	ايد	qalsadi-verbs
تب	تبب	qalsadi-verbs
تباجح	بجح	qalsadi-verbs
تباحث	بحث	qalsadi-verbs
تبادر	بدر	qalsadi-verbs
تبادل	بدل	qalsadi-verbs
تبارا	بري	qalsadi-verbs
تبارز	برز	qalsadi-verbs
تبارك	برك	qalsadi-verbs
تباشر	بشر	qalsadi-verbs
تباطا	بطا	qalsadi-verbs
تباعد	بعد	qalsadi-verbs
تباغض	بغض	qalsadi-verbs
تباكا	بكي	qalsadi-verbs
تباها	بهي	qalsadi-verbs
تبايع	بيع	qalsadi-verbs
تباين	بين	qalsadi-verbs
تبتل	بتل	qalsadi-verbs
تبجح	بجح	qalsadi-verbs
تبحر	بحر	qalsadi-verbs
تبختر	بختر	qalsadi-verbs
تبخر	بخر	qalsadi-verbs
تبدا	بدي	qalsadi-verbs
تبدد	بدد	qalsadi-verbs
تبدل	بدل	qalsadi-verbs
تبر	جذر	qalsadi-verbs
تبرا	برا	qalsadi-verbs
تبرج	برج	qalsadi-verbs
تبرجز	جذر	qalsadi-verbs
تبرد	برد	qalsadi-verbs
تبرر	برر	qalsadi-verbs
تبرز	برز	qalsadi-verbs
تبرطل	جذر	qalsadi-verbs
تبرع	برع	qalsadi-verbs
تبرعم	برعم	qalsadi-verbs
تبرك	برك	qalsadi-verbs
تبرم	برم	qalsadi-verbs
تبسط	بسط	qalsadi-verbs
تبسم	بسم	qalsadi-verbs
تبصر	بصر	qalsadi-verbs
تبضع	بضع	qalsadi-verbs
تبطا	بطا	qalsadi-verbs
تبع	تبع	qalsadi-verbs
تبعثر	بعثر	qalsadi-verbs
تبغدد	جذر	qalsadi-verbs
تبقا	بقي	qalsadi-verbs
تبلبل	بلبل	qalsadi-verbs
تبلج	بلج	qalsadi-verbs
تبلد	بلد	qalsadi-verbs
تبلع	بلع	qalsadi-verbs
تبلغ	بلغ	qalsadi-verbs
تبلل	بلل	qalsadi-verbs
تبله	بله	qalsadi-verbs
تبلور	بلور	qalsadi-verbs
تبنا	بني	qalsadi-verbs
تبهج	بهج	qalsadi-verbs
تبهر	بهر	qalsadi-verbs
تبهرج	بهرج	qalsadi-verbs
تبوا	بوا	qalsadi-verbs
تبول	جذر	qalsadi-verbs
تبيض	بيض	qalsadi-verbs
تبيطر	بيطر	qalsadi-verbs
تبين	بين	qalsadi-verbs
تتابع	تبع	qalsadi-verbs
تتالا	تلو	qalsadi-verbs
تتالع	تلع	qalsadi-verbs
تتبع	تبع	qalsadi-verbs
تترب	ترب	qalsadi-verbs
تتلمذ	تلمذ	qalsadi-verbs
تتوج	توج	qalsadi-verbs
تتوق	توق	qalsadi-verbs
تثاءب	ثاب	qalsadi-verbs
تثاقف	جذر	qalsadi-verbs
تثاقل	ثقل	qalsadi-verbs
تثبت	ثبت	qalsadi-verbs
تثعلب	جذر	qalsadi-verbs
تثقب	جذر	qalsadi-verbs
تثقف	ثقف	qalsadi-verbs
تثلج	ثلج	qalsadi-verbs
تثلم	ثلم	qalsadi-verbs
تثمل	ثمل	qalsadi-verbs
تثنا	ثني	qalsadi-verbs
تجادل	جدل	qalsadi-verbs
تجاذب	جذب	qalsadi-verbs
تجاسر	جسر	qalsadi-verbs
تجافا	جفو	qalsadi-verbs
تجالد	جذر	qalsadi-verbs
تجالس	جلس	qalsadi-verbs
تجانب	جنب	qalsadi-verbs
تجانس	جنس	qalsadi-verbs
تجاهر	جهر	qalsadi-verbs
تجاهل	جهل	qalsadi-verbs
تجاوب	جوب	qalsadi-verbs
تجاور	جور	qalsadi-verbs
تجاوز	جوز	qalsadi-verbs
تجبر	جبر	qalsadi-verbs
تجبن	جبن	qalsadi-verbs
تجدد	جدد	qalsadi-verbs
تجذف	جذف	qalsadi-verbs
تجر	تجر	qalsadi-verbs
تجرا	جرا	qalsadi-verbs
تجرد	جرد	qalsadi-verbs
تجرع	جرع	qalsadi-verbs
تجزا	جزا	qalsadi-verbs
تجسد	جسد	qalsadi-verbs
تجسس	جسس	qalsadi-verbs
تجسم	جسم	qalsadi-verbs
تجشا	جشا	qalsadi-verbs
تجشم	جشم	qalsadi-verbs
تجعد	جعد	qalsadi-verbs
تجفف	جفف	qalsadi-verbs
تجلا	جلو	qalsadi-verbs
تجلبب	جلب	qalsadi-verbs
تجلد	جلد	qalsadi-verbs
تجلط	جذر	qalsadi-verbs
تجلل	جلل	qalsadi-verbs
تجمد	جمد	qalsadi-verbs
تجمع	جمع	qalsadi-verbs
تجمل	جمل	qalsadi-verbs
تجمهر	جمه	qalsadi-verbs
تجنا	جني	qalsadi-verbs
تجنب	جنب	qalsadi-verbs
تجند	جند	qalsadi-verbs
تجنس	جذر	qalsadi-verbs
تجنن	جنن	qalsadi-verbs
تجهز	جهز	qalsadi-verbs
تجهم	جهم	qalsadi-verbs
تجود	جود	qalsadi-verbs
تجورب	جورب	qalsadi-verbs
تجوز	جوز	qalsadi-verbs
تجوع	جوع	qalsadi-verbs
تجوف	جذر	qalsadi-verbs
تجول	جول	qalsadi-verbs
تجيش	جيش	qalsadi-verbs
تحاب	حبب	qalsadi-verbs
تحات	حتت	qalsadi-verbs
تحاث	حثث	qalsadi-verbs
تحاج	حجج	qalsadi-verbs
تحاجا	حجو	qalsadi-verbs
تحادب	حدب	qalsadi-verbs
تحادث	حدث	qalsadi-verbs
تحاذا	حذو	qalsadi-verbs
تحارب	حرب	qalsadi-verbs
تحارض	جذر	qalsadi-verbs
تحازن	جذر	qalsadi-verbs
تحاسب	حسب	qalsadi-verbs
تحاسد	حسد	qalsadi-verbs
تحاشا	حشي	qalsadi-verbs
تحاشد	حشد	qalsadi-verbs
تحاقد	حقد	qalsadi-verbs
تحاقر	جذر	qalsadi-verbs
تحاك	حكك	qalsadi-verbs
تحاكم	حكم	qalsadi-verbs
تحالف	حلف	qalsadi-verbs
تحاما	حمي	qalsadi-verbs
تحامق	حمق	qalsadi-verbs
تحامل	حمل	qalsadi-verbs
تحاور	حور	qalsadi-verbs
تحايل	حيل	qalsadi-verbs
تحبب	حبب	qalsadi-verbs
تحبر	حبر	qalsadi-verbs
تحتم	حتم	qalsadi-verbs
تحجب	حجب	qalsadi-verbs
تحجج	جذر	qalsadi-verbs
تحجر	حجر	qalsadi-verbs
تحدا	حدي	qalsadi-verbs
تحدب	حدب	qalsadi-verbs
تحدث	حدث	qalsadi-verbs
تحدد	جذر	qalsadi-verbs
تحدر	حدر	qalsadi-verbs
تحذق	حذق	qalsadi-verbs
تحذلق	حذلق	qalsadi-verbs
تحرا	حري	qalsadi-verbs
تحرج	حرج	qalsadi-verbs
تحرر	حرر	qalsadi-verbs
تحرز	حرز	qalsadi-verbs
تحرش	حرش	qalsadi-verbs
تحرق	حرق	qalsadi-verbs
تحرك	حرك	qalsadi-verbs
تحزب	حزب	qalsadi-verbs
تحزم	حزم	qalsadi-verbs
تحسا	حسي	qalsadi-verbs
تحسب	حسب	qalsadi-verbs
تحسر	حسر	qalsadi-verbs
تحسس	حسس	qalsadi-verbs
تحسن	حسن	qalsadi-verbs
تحشد	حشد	qalsadi-verbs
تحصل	حصل	qalsadi-verbs
تحصن	حصن	qalsadi-verbs
تحضر	حضر	qalsadi-verbs
تحطم	حطم	qalsadi-verbs
تحفز	حفز	qalsadi-verbs
تحفظ	حفظ	qalsadi-verbs
تحقق	حقق	qalsadi-verbs
تحكم	حكم	qalsadi-verbs
تحلا	حلي	qalsadi-verbs
تحلب	حلب	qalsadi-verbs
تحلحل	حلحل	qalsadi-verbs
تحلق	حلق	qalsadi-verbs
تحلل	حلل	qalsadi-verbs
تحمس	حمس	qalsadi-verbs
تحمل	حمل	qalsadi-verbs
تحمم	حمم	qalsadi-verbs
تحنا	حني	qalsadi-verbs
تحنث	حنث	qalsadi-verbs
تحوز	حوز	qalsadi-verbs
تحول	حول	qalsadi-verbs
تحيا	حيي	qalsadi-verbs
تحير	حير	qalsadi-verbs
تحيز	حيز	qalsadi-verbs
تحين	حين	qalsadi-verbs
تخابث	خبث	qalsadi-verbs
تخابر	خبر	qalsadi-verbs
تخاتل	ختل	qalsadi-verbs
تخادع	خدع	qalsadi-verbs
تخاذل	خذل	qalsadi-verbs
تخاصم	خصم	qalsadi-verbs
تخاطا	خطا	qalsadi-verbs
تخاطب	خطب	qalsadi-verbs
تخاطر	خطر	qalsadi-verbs
تخافت	جذر	qalsadi-verbs
تخالص	خلص	qalsadi-verbs
تخالط	خلط	qalsadi-verbs
تخالف	خلف	qalsadi-verbs
تخايل	خيل	qalsadi-verbs
تخبا	خبا	qalsadi-verbs
تخبر	خبر	qalsadi-verbs
تخبط	خبط	qalsadi-verbs
تخثر	خثر	qalsadi-verbs
تخرج	خرج	qalsadi-verbs
تخرق	خرق	qalsadi-verbs
تخرم	خرم	qalsadi-verbs
تخشب	خشب	qalsadi-verbs
تخشع	خشع	qalsadi-verbs
تخشن	خشن	qalsadi-verbs
تخصص	خصص	qalsadi-verbs
تخضب	خضب	qalsadi-verbs
تخطا	خطا	qalsadi-verbs
