word	vocalized	type	category	source
اكنفسهما	أكَنَفْسهُمَا	اسم	توكيد	compiled-forms-derived
اكنفسهن	أكَنَفْسهُنَّ	اسم	توكيد	compiled-forms-derived
اكنفسي	أكَنَفْسِي	اسم	توكيد	compiled-forms-derived
اكهءلاء	أكَهَؤُلَاء	اسم	اسم إشارة	compiled-forms-derived
اكهاته	أكَهَاتِه	اسم	اسم إشارة	compiled-forms-derived
اكهاتي	أكَهَاتِي	اسم	اسم إشارة	compiled-forms-derived
اكهاتين	أكَهَاتَيْن	اسم	اسم إشارة	compiled-forms-derived
اكهاذين	أكَهَاذَيْن	اسم	اسم إشارة	compiled-forms-derived
اكهذا	أكَهَذَا	اسم	اسم إشارة	compiled-forms-derived
اكهذه	أكَهَذِه	اسم	اسم إشارة	compiled-forms-derived
اكهم	أكَهُم	ضمير	ضمير منفصل	compiled-forms-derived
اكهما	أكَهُمَا	ضمير	ضمير منفصل	compiled-forms-derived
اكهن	أكَهُنّ	ضمير	ضمير منفصل	compiled-forms-derived
اكهناك	أكَهُنَاك	اسم	اسم إشارة	compiled-forms-derived
اكهنالك	أكَهُنَالِك	اسم	اسم إشارة	compiled-forms-derived
اكهو	أكَهُو	ضمير	ضمير منفصل	compiled-forms-derived
اكهي	أكَهِي	ضمير	ضمير منفصل	compiled-forms-derived
ال	أل	حرف	كلمات شائعة	compiled-forms-derived
الءن	الآن	حرف	كلمات شائعة	compiled-forms-derived
الا	إلا	حرف	كلمات شائعة	compiled-forms-derived
الاب	الْأَبِ	اسم	الأسماء الخمسة	compiled-forms-derived
الاجمع	أَلِأَجْمَع	اسم	توكيد	compiled-forms-derived
الاجمعك	أَلِأَجْمَعكِ	اسم	توكيد	compiled-forms-derived
الاجمعكم	أَلِأَجْمَعكُمْ	اسم	توكيد	compiled-forms-derived
الاجمعكما	أَلِأَجْمَعكُمَا	اسم	توكيد	compiled-forms-derived
الاجمعكن	أَلِأَجْمَعكُنَّ	اسم	توكيد	compiled-forms-derived
الاجمعنا	أَلِأَجْمَعنَا	اسم	توكيد	compiled-forms-derived
الاجمعه	أَلِأَجْمَعهُ	اسم	توكيد	compiled-forms-derived
الاجمعها	أَلِأَجْمَعهَا	اسم	توكيد	compiled-forms-derived
الاجمعهم	أَلِأَجْمَعهُمْ	اسم	توكيد	compiled-forms-derived
الاجمعهما	أَلِأَجْمَعهُمَا	اسم	توكيد	compiled-forms-derived
الاجمعهن	أَلِأَجْمَعهُنَّ	اسم	توكيد	compiled-forms-derived
الاجمعي	أَلِأَجْمَعِي	اسم	توكيد	compiled-forms-derived
الاخ	الْأَخِ	اسم	الأسماء الخمسة	compiled-forms-derived
الاخيرة	الاخيرة	حرف	كلمات شائعة	compiled-forms-derived
الازال	أَلَازَال	فعل	كاد و اخواتها	compiled-forms-derived
الازالا	أَلَازَالَا	فعل	كاد و اخواتها	compiled-forms-derived
الازالت	أَلَازَالَت	فعل	كاد و اخواتها	compiled-forms-derived
الازالتا	أَلَازَالَتَا	فعل	كاد و اخواتها	compiled-forms-derived
الازالوا	أَلَازَالُوا	فعل	كاد و اخواتها	compiled-forms-derived
الازلت	أَلَازِلْت	فعل	كاد و اخواتها	compiled-forms-derived
الازلتم	أَلَازِلْتُم	فعل	كاد و اخواتها	compiled-forms-derived
الازلتما	أَلَازِلْتُمَا	فعل	كاد و اخواتها	compiled-forms-derived
الازلتن	أَلَازِلْتُنّ	فعل	كاد و اخواتها	compiled-forms-derived
الازلن	أَلَازِلْن	فعل	كاد و اخواتها	compiled-forms-derived
الازلنا	أَلَازِلْنَا	فعل	كاد و اخواتها	compiled-forms-derived
الالا	الألى	حرف	كلمات شائعة	compiled-forms-derived
الالاء	الألاء	حرف	كلمات شائعة	compiled-forms-derived
الالي	أَلَإِلَيَّ	حرف	حرف جر	compiled-forms-derived
الاليك	أَلَإِلَيْكِ	حرف	حرف جر	compiled-forms-derived
الاليكم	أَلَإِلَيْكُمْ	حرف	حرف جر	compiled-forms-derived
الاليكما	أَلَإِلَيْكُمَا	حرف	حرف جر	compiled-forms-derived
الاليكن	أَلَإِلَيْكُنَّ	حرف	حرف جر	compiled-forms-derived
الالينا	أَلَإِلَيْنَا	حرف	حرف جر	compiled-forms-derived
الاليه	أَلَإِلَيْهُ	حرف	حرف جر	compiled-forms-derived
الاليها	أَلَإِلَيْهَا	حرف	حرف جر	compiled-forms-derived
الاليهم	أَلَإِلَيْهُمْ	حرف	حرف جر	compiled-forms-derived
الاليهما	أَلَإِلَيْهُمَا	حرف	حرف جر	compiled-forms-derived
الاليهن	أَلَإِلَيْهُنَّ	حرف	حرف جر	compiled-forms-derived
الامام	أَلَأَمَامِ	اسم	ظرف مكان	compiled-forms-derived
الامامك	أَلَأَمَامِكِ	اسم	ظرف مكان	compiled-forms-derived
الامامكم	أَلَأَمَامِكُمْ	اسم	ظرف مكان	compiled-forms-derived
الامامكما	أَلَأَمَامِكُمَا	اسم	ظرف مكان	compiled-forms-derived
الامامكن	أَلَأَمَامِكُنَّ	اسم	ظرف مكان	compiled-forms-derived
الامامنا	أَلَأَمَامِنَا	اسم	ظرف مكان	compiled-forms-derived
الامامه	أَلَأَمَامِهِ	اسم	ظرف مكان	compiled-forms-derived
الامامها	أَلَأَمَامِهَا	اسم	ظرف مكان	compiled-forms-derived
الامامهم	أَلَأَمَامِهِمْ	اسم	ظرف مكان	compiled-forms-derived
الامامهما	أَلَأَمَامِهِمَا	اسم	ظرف مكان	compiled-forms-derived
الامامهن	أَلَأَمَامِهِنَّ	اسم	ظرف مكان	compiled-forms-derived
الامامي	أَلَأَمَامِِي	اسم	ظرف مكان	compiled-forms-derived
الان	الان	حرف	كلمات شائعة	compiled-forms-derived
الانا	أَلَأَنَّا	حرف	ناصب ومنصوب	compiled-forms-derived
الاناك	أَلَأَنَّاكِ	حرف	ناصب ومنصوب	compiled-forms-derived
الاناكم	أَلَأَنَّاكُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
الاناكما	أَلَأَنَّاكُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
الاناكن	أَلَأَنَّاكُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
الانانا	أَلَأَنَّانَا	حرف	ناصب ومنصوب	compiled-forms-derived
الاناه	أَلَأَنَّاهُ	حرف	ناصب ومنصوب	compiled-forms-derived
الاناها	أَلَأَنَّاهَا	حرف	ناصب ومنصوب	compiled-forms-derived
الاناهم	أَلَأَنَّاهُمْ	حرف	ناصب ومنصوب	compiled-forms-derived
الاناهما	أَلَأَنَّاهُمَا	حرف	ناصب ومنصوب	compiled-forms-derived
الاناهن	أَلَأَنَّاهُنَّ	حرف	ناصب ومنصوب	compiled-forms-derived
الاناي	أَلَأَنَّاِي	حرف	ناصب ومنصوب	compiled-forms-derived
الانت	أَلَأَنْت	ضمير	ضمير منفصل	compiled-forms-derived
الانتم	أَلَأَنْتُم	ضمير	ضمير منفصل	compiled-forms-derived
الانتما	أَلَأَنْتُمَا	ضمير	ضمير منفصل	compiled-forms-derived
الانتن	أَلَأَنْتُنّ	ضمير	ضمير منفصل	compiled-forms-derived
الانك	أَلَإِنّكِ	حرف	إن و أخواتها	compiled-forms-derived
الانكم	أَلَإِنّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
الانكما	أَلَإِنّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
الانكن	أَلَإِنّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
الاننا	أَلَإِنّنَا	حرف	إن و أخواتها	compiled-forms-derived
الانه	أَلَإِنّهُ	حرف	إن و أخواتها	compiled-forms-derived
الانها	أَلَإِنّهَا	حرف	إن و أخواتها	compiled-forms-derived
الانهم	أَلَإِنّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
الانهما	أَلَإِنّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
الانهن	أَلَإِنّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
الاني	أَلَإِنِّي	حرف	إن و أخواتها	compiled-forms-derived
الاول	الاول	حرف	كلمات شائعة	compiled-forms-derived
الاولءك	أَلِأُولَئِك	اسم	اسم إشارة	compiled-forms-derived
الاولءكم	أَلِأُولَئِكُم	اسم	اسم إشارة	compiled-forms-derived
الاولا	الاولى	حرف	كلمات شائعة	compiled-forms-derived
الاولاء	أَلِأُولَاء	اسم	اسم إشارة	compiled-forms-derived
الاولالك	أَلِأُولَالِك	اسم	اسم إشارة	compiled-forms-derived
الباب	البأب	حرف	كلمات شائعة	compiled-forms-derived
الباخ	البأخ	حرف	كلمات شائعة	compiled-forms-derived
البحم	البحم	حرف	كلمات شائعة	compiled-forms-derived
البعض	أَلِبَعْضِ	اسم	اسم إضافة	compiled-forms-derived
البعضك	أَلِبَعْضِكِ	اسم	اسم إضافة	compiled-forms-derived
البعضكم	أَلِبَعْضِكُمْ	اسم	اسم إضافة	compiled-forms-derived
البعضكما	أَلِبَعْضِكُمَا	اسم	اسم إضافة	compiled-forms-derived
البعضكن	أَلِبَعْضِكُنَّ	اسم	اسم إضافة	compiled-forms-derived
البعضنا	أَلِبَعْضِنَا	اسم	اسم إضافة	compiled-forms-derived
البعضه	أَلِبَعْضِهِ	اسم	اسم إضافة	compiled-forms-derived
البعضها	أَلِبَعْضِهَا	اسم	اسم إضافة	compiled-forms-derived
البعضهم	أَلِبَعْضِهِمْ	اسم	اسم إضافة	compiled-forms-derived
البعضهما	أَلِبَعْضِهِمَا	اسم	اسم إضافة	compiled-forms-derived
البعضهن	أَلِبَعْضِهِنَّ	اسم	اسم إضافة	compiled-forms-derived
البعضي	أَلِبَعْضِِي	اسم	اسم إضافة	compiled-forms-derived
البفو	البفو	حرف	كلمات شائعة	compiled-forms-derived
التا	التى	حرف	كلمات شائعة	compiled-forms-derived
التحت	أَلَتَحْت	اسم	ظرف مكان	compiled-forms-derived
التحتك	أَلَتَحْتكِ	اسم	ظرف مكان	compiled-forms-derived
التحتكم	أَلَتَحْتكُمْ	اسم	ظرف مكان	compiled-forms-derived
التحتكما	أَلَتَحْتكُمَا	اسم	ظرف مكان	compiled-forms-derived
التحتكن	أَلَتَحْتكُنَّ	اسم	ظرف مكان	compiled-forms-derived
التحتنا	أَلَتَحْتنَا	اسم	ظرف مكان	compiled-forms-derived
التحته	أَلَتَحْتهُ	اسم	ظرف مكان	compiled-forms-derived
التحتها	أَلَتَحْتهَا	اسم	ظرف مكان	compiled-forms-derived
التحتهم	أَلَتَحْتهُمْ	اسم	ظرف مكان	compiled-forms-derived
التحتهما	أَلَتَحْتهُمَا	اسم	ظرف مكان	compiled-forms-derived
التحتهن	أَلَتَحْتهُنَّ	اسم	ظرف مكان	compiled-forms-derived
التحتي	أَلَتَحْتِي	اسم	ظرف مكان	compiled-forms-derived
التلك	أَلِتِلْك	اسم	اسم إشارة	compiled-forms-derived
التلكم	أَلِتِلْكُم	اسم	اسم إشارة	compiled-forms-derived
التلكما	أَلِتِلْكُمَا	اسم	اسم إشارة	compiled-forms-derived
التي	التي	حرف	كلمات شائعة	compiled-forms-derived
التينك	أَلِتَيْنِك	اسم	اسم إشارة	compiled-forms-derived
الثاني	الثاني	حرف	كلمات شائعة	compiled-forms-derived
الثانية	الثانية	حرف	كلمات شائعة	compiled-forms-derived
الجميع	أَلِجَمِيع	اسم	توكيد	compiled-forms-derived
الجميعك	أَلِجَمِيعكِ	اسم	توكيد	compiled-forms-derived
الجميعكم	أَلِجَمِيعكُمْ	اسم	توكيد	compiled-forms-derived
الجميعكما	أَلِجَمِيعكُمَا	اسم	توكيد	compiled-forms-derived
الجميعكن	أَلِجَمِيعكُنَّ	اسم	توكيد	compiled-forms-derived
الجميعنا	أَلِجَمِيعنَا	اسم	توكيد	compiled-forms-derived
الجميعه	أَلِجَمِيعهُ	اسم	توكيد	compiled-forms-derived
الجميعها	أَلِجَمِيعهَا	اسم	توكيد	compiled-forms-derived
الجميعهم	أَلِجَمِيعهُمْ	اسم	توكيد	compiled-forms-derived
الجميعهما	أَلِجَمِيعهُمَا	اسم	توكيد	compiled-forms-derived
الجميعهن	أَلِجَمِيعهُنَّ	اسم	توكيد	compiled-forms-derived
الجميعي	أَلِجَمِيعِي	اسم	توكيد	compiled-forms-derived
الحالي	الحالي	حرف	كلمات شائعة	compiled-forms-derived
الحسب	أَلِحَسْب	اسم	اسم إضافة	compiled-forms-derived
الحسبك	أَلِحَسْبكِ	اسم	اسم إضافة	compiled-forms-derived
الحسبكم	أَلِحَسْبكُمْ	اسم	اسم إضافة	compiled-forms-derived
الحسبكما	أَلِحَسْبكُمَا	اسم	اسم إضافة	compiled-forms-derived
الحسبكن	أَلِحَسْبكُنَّ	اسم	اسم إضافة	compiled-forms-derived
الحسبنا	أَلِحَسْبنَا	اسم	اسم إضافة	compiled-forms-derived
الحسبه	أَلِحَسْبهُ	اسم	اسم إضافة	compiled-forms-derived
الحسبها	أَلِحَسْبهَا	اسم	اسم إضافة	compiled-forms-derived
الحسبهم	أَلِحَسْبهُمْ	اسم	اسم إضافة	compiled-forms-derived
الحسبهما	أَلِحَسْبهُمَا	اسم	اسم إضافة	compiled-forms-derived
الحسبهن	أَلِحَسْبهُنَّ	اسم	اسم إضافة	compiled-forms-derived
الحسبي	أَلِحَسْبِي	اسم	اسم إضافة	compiled-forms-derived
الحم	الْحَمِ	اسم	الأسماء الخمسة	compiled-forms-derived
الخلف	أَلَخَلْف	اسم	ظرف مكان	compiled-forms-derived
الخلفك	أَلَخَلْفكِ	اسم	ظرف مكان	compiled-forms-derived
الخلفكم	أَلَخَلْفكُمْ	اسم	ظرف مكان	compiled-forms-derived
الخلفكما	أَلَخَلْفكُمَا	اسم	ظرف مكان	compiled-forms-derived
الخلفكن	أَلَخَلْفكُنَّ	اسم	ظرف مكان	compiled-forms-derived
الخلفنا	أَلَخَلْفنَا	اسم	ظرف مكان	compiled-forms-derived
الخلفه	أَلَخَلْفهُ	اسم	ظرف مكان	compiled-forms-derived
الخلفها	أَلَخَلْفهَا	اسم	ظرف مكان	compiled-forms-derived
الخلفهم	أَلَخَلْفهُمْ	اسم	ظرف مكان	compiled-forms-derived
الخلفهما	أَلَخَلْفهُمَا	اسم	ظرف مكان	compiled-forms-derived
الخلفهن	أَلَخَلْفهُنَّ	اسم	ظرف مكان	compiled-forms-derived
الخلفي	أَلَخَلْفِي	اسم	ظرف مكان	compiled-forms-derived
الدا	أَلَدَى	اسم	ظرف	compiled-forms-derived
الدي	أَلَدَيَّ	اسم	ظرف	compiled-forms-derived
الديك	أَلَدَيْكِ	اسم	ظرف	compiled-forms-derived
الديكم	أَلَدَيْكُمْ	اسم	ظرف	compiled-forms-derived
الديكما	أَلَدَيْكُمَا	اسم	ظرف	compiled-forms-derived
الديكن	أَلَدَيْكُنَّ	اسم	ظرف	compiled-forms-derived
الدينا	أَلَدَيْنَا	اسم	ظرف	compiled-forms-derived
الديه	أَلَدَيْهُ	اسم	ظرف	compiled-forms-derived
الديها	أَلَدَيْهَا	اسم	ظرف	compiled-forms-derived
الديهم	أَلَدَيْهُمْ	اسم	ظرف	compiled-forms-derived
الديهما	أَلَدَيْهُمَا	اسم	ظرف	compiled-forms-derived
الديهن	أَلَدَيْهُنَّ	اسم	ظرف	compiled-forms-derived
الذا	الذى	حرف	كلمات شائعة	compiled-forms-derived
الذاتي	الذاتي	حرف	كلمات شائعة	compiled-forms-derived
الذاك	أَلِذَاك	اسم	اسم إشارة	compiled-forms-derived
الذانك	أَلِذَانِك	اسم	اسم إشارة	compiled-forms-derived
الذلك	أَلِذَلِك	اسم	اسم إشارة	compiled-forms-derived
الذلكم	أَلِذَلِكُم	اسم	اسم إشارة	compiled-forms-derived
الذلكما	أَلِذَلَكُمَا	اسم	اسم إشارة	compiled-forms-derived
الذلكن	أَلِذَلِكُنّ	اسم	اسم إشارة	compiled-forms-derived
الذواتي	أَلِذَوَاتَي	اسم	اسم إشارة	compiled-forms-derived
الذي	الذي	حرف	كلمات شائعة	compiled-forms-derived
الذين	الذين	حرف	كلمات شائعة	compiled-forms-derived
الذينك	أَلِذَيْنِك	اسم	اسم إشارة	compiled-forms-derived
السابق	السابق	حرف	كلمات شائعة	compiled-forms-derived
الست	أَلَسْت	فعل	كان و أخواتها	compiled-forms-derived
الستم	أَلَسْتُم	فعل	كان و أخواتها	compiled-forms-derived
الستما	أَلَسْتُمَا	فعل	كان و أخواتها	compiled-forms-derived
الستن	أَلَسْتُنّ	فعل	كان و أخواتها	compiled-forms-derived
السن	أَلَسْن	فعل	كان و أخواتها	compiled-forms-derived
السنا	أَلَسْنَا	فعل	كان و أخواتها	compiled-forms-derived
السوا	أَلِسِوَى	اسم	اسم إضافة	compiled-forms-derived
السواك	أَلِسِوَاكِ	اسم	اسم إضافة	compiled-forms-derived
السواكم	أَلِسِوَاكُمْ	اسم	اسم إضافة	compiled-forms-derived
السواكما	أَلِسِوَاكُمَا	اسم	اسم إضافة	compiled-forms-derived
السواكن	أَلِسِوَاكُنَّ	اسم	اسم إضافة	compiled-forms-derived
السوانا	أَلِسِوَانَا	اسم	اسم إضافة	compiled-forms-derived
السواه	أَلِسِوَاهُ	اسم	اسم إضافة	compiled-forms-derived
السواها	أَلِسِوَاهَا	اسم	اسم إضافة	compiled-forms-derived
السواهم	أَلِسِوَاهُمْ	اسم	اسم إضافة	compiled-forms-derived
السواهما	أَلِسِوَاهُمَا	اسم	اسم إضافة	compiled-forms-derived
السواهن	أَلِسِوَاهُنَّ	اسم	اسم إضافة	compiled-forms-derived
السواي	أَلِسِوَاِي	اسم	اسم إضافة	compiled-forms-derived
السوي	ألسوي	حرف	كلمات شائعة	compiled-forms-derived
السويك	ألسويك	حرف	كلمات شائعة	compiled-forms-derived
السويكم	ألسويكم	حرف	كلمات شائعة	compiled-forms-derived
السويكما	ألسويكما	حرف	كلمات شائعة	compiled-forms-derived
السويكن	ألسويكن	حرف	كلمات شائعة	compiled-forms-derived
السوينا	ألسوينا	حرف	كلمات شائعة	compiled-forms-derived
السويه	ألسويه	حرف	كلمات شائعة	compiled-forms-derived
السويها	ألسويها	حرف	كلمات شائعة	compiled-forms-derived
السويهم	ألسويهم	حرف	كلمات شائعة	compiled-forms-derived
السويهما	ألسويهما	حرف	كلمات شائعة	compiled-forms-derived
السويهن	ألسويهن	حرف	كلمات شائعة	compiled-forms-derived
الشبه	أَلِشِبْه	اسم	اسم إضافة	compiled-forms-derived
الشبهك	أَلِشِبْهكِ	اسم	اسم إضافة	compiled-forms-derived
الشبهكم	أَلِشِبْهكُمْ	اسم	اسم إضافة	compiled-forms-derived
الشبهكما	أَلِشِبْهكُمَا	اسم	اسم إضافة	compiled-forms-derived
الشبهكن	أَلِشِبْهكُنَّ	اسم	اسم إضافة	compiled-forms-derived
الشبهنا	أَلِشِبْهنَا	اسم	اسم إضافة	compiled-forms-derived
الشبهه	أَلِشِبْههُ	اسم	اسم إضافة	compiled-forms-derived
الشبهها	أَلِشِبْههَا	اسم	اسم إضافة	compiled-forms-derived
الشبههم	أَلِشِبْههُمْ	اسم	اسم إضافة	compiled-forms-derived
الشبههما	أَلِشِبْههُمَا	اسم	اسم إضافة	compiled-forms-derived
الشبههن	أَلِشِبْههُنَّ	اسم	اسم إضافة	compiled-forms-derived
الشبهي	أَلِشِبْهِي	اسم	اسم إضافة	compiled-forms-derived
الشمال	أَلَشَمَال	اسم	ظرف مكان	compiled-forms-derived
الشمالك	أَلَشَمَالكِ	اسم	ظرف مكان	compiled-forms-derived
الشمالكم	أَلَشَمَالكُمْ	اسم	ظرف مكان	compiled-forms-derived
الشمالكما	أَلَشَمَالكُمَا	اسم	ظرف مكان	compiled-forms-derived
الشمالكن	أَلَشَمَالكُنَّ	اسم	ظرف مكان	compiled-forms-derived
الشمالنا	أَلَشَمَالنَا	اسم	ظرف مكان	compiled-forms-derived
الشماله	أَلَشَمَالهُ	اسم	ظرف مكان	compiled-forms-derived
الشمالها	أَلَشَمَالهَا	اسم	ظرف مكان	compiled-forms-derived
الشمالهم	أَلَشَمَالهُمْ	اسم	ظرف مكان	compiled-forms-derived
الشمالهما	أَلَشَمَالهُمَا	اسم	ظرف مكان	compiled-forms-derived
الشمالهن	أَلَشَمَالهُنَّ	اسم	ظرف مكان	compiled-forms-derived
الشمالي	أَلَشَمَالِي	اسم	ظرف مكان	compiled-forms-derived
الطالما	أَلَطَالَمَا	فعل	فعل جامد	compiled-forms-derived
العامة	أَلِعَامَّة	اسم	توكيد	compiled-forms-derived
العامتك	أَلِعَامَّتكِ	اسم	توكيد	compiled-forms-derived
العامتكم	أَلِعَامَّتكُمْ	اسم	توكيد	compiled-forms-derived
العامتكما	أَلِعَامَّتكُمَا	اسم	توكيد	compiled-forms-derived
العامتكن	أَلِعَامَّتكُنَّ	اسم	توكيد	compiled-forms-derived
العامتنا	أَلِعَامَّتنَا	اسم	توكيد	compiled-forms-derived
العامته	أَلِعَامَّتهُ	اسم	توكيد	compiled-forms-derived
العامتها	أَلِعَامَّتهَا	اسم	توكيد	compiled-forms-derived
العامتهم	أَلِعَامَّتهُمْ	اسم	توكيد	compiled-forms-derived
العامتهما	أَلِعَامَّتهُمَا	اسم	توكيد	compiled-forms-derived
العامتهن	أَلِعَامَّتهُنَّ	اسم	توكيد	compiled-forms-derived
العامتي	أَلِعَامَّتِي	اسم	توكيد	compiled-forms-derived
العل	أَلَعَلّ	حرف	إن و أخواتها	compiled-forms-derived
العلا	أَلَعَلَى	حرف	حرف جر	compiled-forms-derived
العلك	أَلَعَلّكِ	حرف	إن و أخواتها	compiled-forms-derived
العلكم	أَلَعَلّكُمْ	حرف	إن و أخواتها	compiled-forms-derived
العلكما	أَلَعَلّكُمَا	حرف	إن و أخواتها	compiled-forms-derived
العلكن	أَلَعَلّكُنَّ	حرف	إن و أخواتها	compiled-forms-derived
العلنا	أَلَعَلّنَا	حرف	إن و أخواتها	compiled-forms-derived
العله	أَلَعَلّهُ	حرف	إن و أخواتها	compiled-forms-derived
العلها	أَلَعَلّهَا	حرف	إن و أخواتها	compiled-forms-derived
العلهم	أَلَعَلّهُمْ	حرف	إن و أخواتها	compiled-forms-derived
العلهما	أَلَعَلّهُمَا	حرف	إن و أخواتها	compiled-forms-derived
العلهن	أَلَعَلّهُنَّ	حرف	إن و أخواتها	compiled-forms-derived
العلي	أَلَعَلَيَّ	حرف	حرف جر	compiled-forms-derived
العليك	أَلَعَلَيْكِ	حرف	حرف جر	compiled-forms-derived
العليكم	أَلَعَلَيْكُمْ	حرف	حرف جر	compiled-forms-derived
العليكما	أَلَعَلَيْكُمَا	حرف	حرف جر	compiled-forms-derived
العليكن	أَلَعَلَيْكُنَّ	حرف	حرف جر	compiled-forms-derived
العلينا	أَلَعَلَيْنَا	حرف	حرف جر	compiled-forms-derived
العليه	أَلَعَلَيْهُ	حرف	حرف جر	compiled-forms-derived
العليها	أَلَعَلَيْهَا	حرف	حرف جر	compiled-forms-derived
العليهم	أَلَعَلَيْهُمْ	حرف	حرف جر	compiled-forms-derived
العليهما	أَلَعَلَيْهُمَا	حرف	حرف جر	compiled-forms-derived
العليهن	أَلَعَلَيْهُنَّ	حرف	حرف جر	compiled-forms-derived
العن	أَلَعَن	حرف	حرف جر	compiled-forms-derived
العنك	أَلَعَنكِ	حرف	حرف جر	compiled-forms-derived
العنكم	أَلَعَنكُمْ	حرف	حرف جر	compiled-forms-derived
العنكما	أَلَعَنكُمَا	حرف	حرف جر	compiled-forms-derived
العنكن	أَلَعَنكُنَّ	حرف	حرف جر	compiled-forms-derived
العننا	أَلَعَننَا	حرف	حرف جر	compiled-forms-derived
العنه	أَلَعَنهُ	حرف	حرف جر	compiled-forms-derived
العنها	أَلَعَنهَا	حرف	حرف جر	compiled-forms-derived
العنهم	أَلَعَنهُمْ	حرف	حرف جر	compiled-forms-derived
العنهما	أَلَعَنهُمَا	حرف	حرف جر	compiled-forms-derived
العنهن	أَلَعَنهُنَّ	حرف	حرف جر	compiled-forms-derived
العني	أَلَعَنِي	حرف	حرف جر	compiled-forms-derived
العين	أَلِعَيْن	اسم	توكيد	compiled-forms-derived
العينك	أَلِعَيْنكِ	اسم	توكيد	compiled-forms-derived
العينكم	أَلِعَيْنكُمْ	اسم	توكيد	compiled-forms-derived
العينكما	أَلِعَيْنكُمَا	اسم	توكيد	compiled-forms-derived
العينكن	أَلِعَيْنكُنَّ	اسم	توكيد	compiled-forms-derived
العيننا	أَلِعَيْننَا	اسم	توكيد	compiled-forms-derived
العينه	أَلِعَيْنهُ	اسم	توكيد	compiled-forms-derived
العينها	أَلِعَيْنهَا	اسم	توكيد	compiled-forms-derived
العينهم	أَلِعَيْنهُمْ	اسم	توكيد	compiled-forms-derived
العينهما	أَلِعَيْنهُمَا	اسم	توكيد	compiled-forms-derived
العينهن	أَلِعَيْنهُنَّ	اسم	توكيد	compiled-forms-derived
العيني	أَلِعَيْنِي	اسم	توكيد	compiled-forms-derived
الغير	أَلِغَيْرِ	اسم	استثناء	compiled-forms-derived
الغيرك	أَلِغَيْرِكِ	اسم	استثناء	compiled-forms-derived
الغيركم	أَلِغَيْرِكُمْ	اسم	استثناء	compiled-forms-derived
الغيركما	أَلِغَيْرِكُمَا	اسم	استثناء	compiled-forms-derived
الغيركن	أَلِغَيْرِكُنَّ	اسم	استثناء	compiled-forms-derived
الغيرنا	أَلِغَيْرِنَا	اسم	استثناء	compiled-forms-derived
الغيره	أَلِغَيْرِهِ	اسم	استثناء	compiled-forms-derived
الغيرها	أَلِغَيْرِهَا	اسم	استثناء	compiled-forms-derived
الغيرهم	أَلِغَيْرِهِمْ	اسم	استثناء	compiled-forms-derived
الغيرهما	أَلِغَيْرِهِمَا	اسم	استثناء	compiled-forms-derived
الغيرهن	أَلِغَيْرِهِنَّ	اسم	استثناء	compiled-forms-derived
الغيري	أَلِغَيْرِِي	اسم	استثناء	compiled-forms-derived
الف	ألف	حرف	كلمات شائعة	compiled-forms-derived
الفا	ألفى	حرف	كلمات شائعة	compiled-forms-derived
الفاب	الفأب	حرف	كلمات شائعة	compiled-forms-derived
الفاخ	الفأخ	حرف	كلمات شائعة	compiled-forms-derived
الفباب	الفبأب	حرف	كلمات شائعة	compiled-forms-derived
الفباخ	الفبأخ	حرف	كلمات شائعة	compiled-forms-derived
الفبحم	الفبحم	حرف	كلمات شائعة	compiled-forms-derived
الفبفو	الفبفو	حرف	كلمات شائعة	compiled-forms-derived
الفحم	الفحم	حرف	كلمات شائعة	compiled-forms-derived
الففو	الففو	حرف	كلمات شائعة	compiled-forms-derived
الفكاب	الفكأب	حرف	كلمات شائعة	compiled-forms-derived
الفكاخ	الفكأخ	حرف	كلمات شائعة	compiled-forms-derived
الفكحم	الفكحم	حرف	كلمات شائعة	compiled-forms-derived
الفكفو	الفكفو	حرف	كلمات شائعة	compiled-forms-derived
الفلاب	الفلأب	حرف	كلمات شائعة	compiled-forms-derived
الفلاخ	الفلأخ	حرف	كلمات شائعة	compiled-forms-derived
الفلحم	الفلحم	حرف	كلمات شائعة	compiled-forms-derived
الفلفو	الفلفو	حرف	كلمات شائعة	compiled-forms-derived
الفو	الفو	حرف	كلمات شائعة	compiled-forms-derived
الفوق	أَلَفَوْق	اسم	ظرف مكان	compiled-forms-derived
الفوقك	أَلَفَوْقكِ	اسم	ظرف مكان	compiled-forms-derived
الفوقكم	أَلَفَوْقكُمْ	اسم	ظرف مكان	compiled-forms-derived
الفوقكما	أَلَفَوْقكُمَا	اسم	ظرف مكان	compiled-forms-derived
الفوقكن	أَلَفَوْقكُنَّ	اسم	ظرف مكان	compiled-forms-derived
الفوقنا	أَلَفَوْقنَا	اسم	ظرف مكان	compiled-forms-derived
الفوقه	أَلَفَوْقهُ	اسم	ظرف مكان	compiled-forms-derived
