word	synonym	source
حميم	صاحب	synonyms-json
حميم	صديق	synonyms-json
حميم	قرين	synonyms-json
حميم	ولي	synonyms-json
حنث	اثم	synonyms-json
حنث	جرم	synonyms-json
حنث	حوب	synonyms-json
حنث	ذنب	synonyms-json
حنث	خطيءة	synonyms-json
حنث	معصية	synonyms-json
حنث	عنت	synonyms-json
حنث	وزر	synonyms-json
حنذ	شوا	synonyms-json
حوب	اثم	synonyms-json
حوب	جرم	synonyms-json
حوب	حنث	synonyms-json
حوب	ذنب	synonyms-json
حوب	خطيءة	synonyms-json
حوب	معصية	synonyms-json
حوب	عنت	synonyms-json
حوب	وزر	synonyms-json
حول	حجة	synonyms-json
حول	سنة	synonyms-json
حول	عام	synonyms-json
حياة	عيش	synonyms-json
حيلة	مكر	synonyms-json
خاب	بلس	synonyms-json
خاب	قنط	synonyms-json
خاب	يءس	synonyms-json
خاسء	ذليل	synonyms-json
خاسء	مستكين	synonyms-json
خاسء	صاغر	synonyms-json
خاسء	مهان	synonyms-json
خاشعة	مقشعرة	synonyms-json
خالد	داءم	synonyms-json
خالد	سرمد	synonyms-json
خالد	مستمر	synonyms-json
خالد	واصب	synonyms-json
خالق	بديع	synonyms-json
خالق	بارء	synonyms-json
خالق	جاعل	synonyms-json
خالق	ذارء	synonyms-json
خالق	صانع	synonyms-json
خالق	فاطر	synonyms-json
خبال	رهق	synonyms-json
خبال	غي	synonyms-json
ختم	رقم	synonyms-json
ختم	طبع	synonyms-json
خدع	غر	synonyms-json
خدع	مكر	synonyms-json
خدن	حميم	synonyms-json
خدن	خليل	synonyms-json
خدن	صاحب	synonyms-json
خدن	صديق	synonyms-json
خدن	قرين	synonyms-json
خدن	ولي	synonyms-json
خرج	نسل	synonyms-json
خرص	افك	synonyms-json
خرص	بهتان	synonyms-json
خرص	اختلاط	synonyms-json
خرص	شطط	synonyms-json
خرص	ظاهر	synonyms-json
خرص	القول	synonyms-json
خرص	فاحشة	synonyms-json
خرص	افتراء	synonyms-json
خرص	كذب	synonyms-json
خرطوم	انف	synonyms-json
خزي	خسء	synonyms-json
خسء	خزي	synonyms-json
خسر	الت	synonyms-json
خسر	بخس	synonyms-json
خسر	نقص	synonyms-json
خسر	هضم	synonyms-json
خسر	وتر	synonyms-json
خسران	تباب	synonyms-json
خشع	اخبت	synonyms-json
خشع	خضع	synonyms-json
خشع	نزل	synonyms-json
خشع	هبط	synonyms-json
خشية	خوف	synonyms-json
خشية	رجاء	synonyms-json
خشية	رهبة	synonyms-json
خشية	فزع	synonyms-json
خشية	وجف	synonyms-json
خشية	وجل	synonyms-json
خصاصة	عيلة	synonyms-json
خصاصة	فقر	synonyms-json
خصاصة	املاق	synonyms-json
خضع	اخبت	synonyms-json
خضع	خشع	synonyms-json
خضع	نزل	synonyms-json
خضع	هبط	synonyms-json
خطيءة	اثم	synonyms-json
خطيءة	جرم	synonyms-json
خطيءة	حنث	synonyms-json
خطيءة	حوب	synonyms-json
خطيءة	ذنب	synonyms-json
خطيءة	معصية	synonyms-json
خطيءة	عنت	synonyms-json
خطيءة	وزر	synonyms-json
خفت	ثقلت	synonyms-json
خلاق	ذنوب	synonyms-json
خلاق	كفل	synonyms-json
خلاق	نصيب	synonyms-json
خلال	سحاب	synonyms-json
خلال	ظلة	synonyms-json
خلال	عارض	synonyms-json
خلال	معصرات	synonyms-json
خلال	غمامة	synonyms-json
خلال	مزن	synonyms-json
خلت	مضت	synonyms-json
خلط	شوب	synonyms-json
خلط	لبس	synonyms-json
خلط	مرح	synonyms-json
خلط	مزج	synonyms-json
خلق	انام	synonyms-json
خلق	بشر	synonyms-json
خلق	برية	synonyms-json
خلق	جبلة	synonyms-json
خلق	ناس	synonyms-json
خليل	حميم	synonyms-json
خليل	خدن	synonyms-json
خليل	صاحب	synonyms-json
خليل	صديق	synonyms-json
خليل	قرين	synonyms-json
خليل	ولي	synonyms-json
خمد	اطفا	synonyms-json
خمر	عنب	synonyms-json
خوف	خشية	synonyms-json
خوف	رجاء	synonyms-json
خوف	رهبة	synonyms-json
خوف	فزع	synonyms-json
خوف	وجف	synonyms-json
خوف	وجل	synonyms-json
خير	مال	synonyms-json
خيل	جياد	synonyms-json
خيل	خير	synonyms-json
خيل	عاديات	synonyms-json
داءم	خالد	synonyms-json
داءم	سرمد	synonyms-json
داءم	مستمر	synonyms-json
داءم	واصب	synonyms-json
دان	قريب	synonyms-json
دحر	طرد	synonyms-json
دخل	سلك	synonyms-json
دري	ثاقب	synonyms-json
دري	مضيء	synonyms-json
دساها	افسدها	synonyms-json
دع	دفع	synonyms-json
دع	رد	synonyms-json
دعاء	سءال	synonyms-json
دعاء	طلب	synonyms-json
دفع	دع	synonyms-json
دفع	رد	synonyms-json
دلوك	زوال	synonyms-json
دليل	برهان	synonyms-json
دليل	بيان	synonyms-json
دليل	حجة	synonyms-json
دليل	سلطان	synonyms-json
دهر	زمان	synonyms-json
دهر	عصر	synonyms-json
دهر	وقت	synonyms-json
دهق	سجر	synonyms-json
دهق	ملا	synonyms-json
ديار	بيوت	synonyms-json
ديار	مساكن	synonyms-json
ديار	صرح	synonyms-json
ديار	اكنان	synonyms-json
دين	قرض	synonyms-json
ذارء	بديع	synonyms-json
ذارء	بارء	synonyms-json
ذارء	جاعل	synonyms-json
ذارء	خالق	synonyms-json
ذارء	صانع	synonyms-json
ذارء	فاطر	synonyms-json
ذرية	اهل	synonyms-json
ذرية	ءل	synonyms-json
ذليل	خاسء	synonyms-json
ذليل	مستكين	synonyms-json
ذليل	صاغر	synonyms-json
ذليل	مهان	synonyms-json
ذنب	اثم	synonyms-json
ذنب	جرم	synonyms-json
ذنب	حنث	synonyms-json
ذنب	حوب	synonyms-json
ذنب	خطيءة	synonyms-json
ذنب	معصية	synonyms-json
ذنب	عنت	synonyms-json
ذنب	وزر	synonyms-json
ذنوب	خلاق	synonyms-json
ذنوب	كفل	synonyms-json
ذنوب	نصيب	synonyms-json
ذهب	زخرف	synonyms-json
ذهبوا	انفضوا	synonyms-json
ذهبوا	مضوا	synonyms-json
رءا	ءنس	synonyms-json
رءا	ابصر	synonyms-json
رءا	نظر	synonyms-json
رءيا	حلم	synonyms-json
رءية	علم	synonyms-json
رابية	بءيس	synonyms-json
رابية	شديد	synonyms-json
رابية	عصيب	synonyms-json
رابية	وبيل	synonyms-json
رافة	رحمة	synonyms-json
رب	بعل	synonyms-json
ربا	زاد	synonyms-json
ربا	غلا	synonyms-json
ربانيون	علماء	synonyms-json
ربح	غنيمة	synonyms-json
ربح	فيء	synonyms-json
ربح	كسب	synonyms-json
ربي	رجل	synonyms-json
ربي	امرء	synonyms-json
رجاء	خشية	synonyms-json
رجاء	خوف	synonyms-json
رجاء	رهبة	synonyms-json
رجاء	فزع	synonyms-json
رجاء	وجف	synonyms-json
رجاء	وجل	synonyms-json
رجز	صنم	synonyms-json
رجز	طاغوت	synonyms-json
رجز	تمثال	synonyms-json
رجز	وثن	synonyms-json
رجع	رد	synonyms-json
رجفة	زلزلة	synonyms-json
رجل	ربي	synonyms-json
رجل	امرء	synonyms-json
رحل	سافر	synonyms-json
رحل	ظعن	synonyms-json
رحمة	رافة	synonyms-json
رد	رجع	synonyms-json
رزق	مطر	synonyms-json
رزق	غيث	synonyms-json
رزق	ودق	synonyms-json
رس	بءر	synonyms-json
رس	جب	synonyms-json
رضا	تسليم	synonyms-json
رضا	تفويض	synonyms-json
رعي	سوم	synonyms-json
رفث	افضا	synonyms-json
رفع	رقي	synonyms-json
رفع	صعد	synonyms-json
رفع	عرج	synonyms-json
رفع	علا	synonyms-json
رقبة	جيد	synonyms-json
رقبة	عنق	synonyms-json
رقم	ختم	synonyms-json
رقم	طبع	synonyms-json
رقي	رفع	synonyms-json
رقي	صعد	synonyms-json
رقي	عرج	synonyms-json
رقي	علا	synonyms-json
رقيم	امام	synonyms-json
رقيم	مسطور	synonyms-json
رقيم	سفر	synonyms-json
رقيم	قط	synonyms-json
رقيم	كتاب	synonyms-json
رقيم	لوح	synonyms-json
ركبان	افءدة	synonyms-json
ركم	جمع	synonyms-json
ركم	سجر	synonyms-json
ركم	اقت	synonyms-json
ركن	جنح	synonyms-json
ركن	جنف	synonyms-json
ركن	زاغ	synonyms-json
ركن	صغا	synonyms-json
ركن	عال	synonyms-json
ركن	ماد	synonyms-json
ركن	مال	synonyms-json
رهبة	خشية	synonyms-json
رهبة	خوف	synonyms-json
رهبة	رجاء	synonyms-json
رهبة	فزع	synonyms-json
رهبة	وجف	synonyms-json
رهبة	وجل	synonyms-json
رهط	ركن	synonyms-json
رهق	خبال	synonyms-json
رهق	غي	synonyms-json
روح	نفس	synonyms-json
رياء	نفاق	synonyms-json
ريع	جدد	synonyms-json
ريع	حبك	synonyms-json
ريع	سبيل	synonyms-json
ريع	صراط	synonyms-json
ريع	طريق	synonyms-json
ريع	فج	synonyms-json
ريع	نجد	synonyms-json
زاد	ربا	synonyms-json
زاد	غلا	synonyms-json
زاغ	جنح	synonyms-json
زاغ	جنف	synonyms-json
زاغ	ركن	synonyms-json
زاغ	صغا	synonyms-json
زاغ	عال	synonyms-json
زاغ	ماد	synonyms-json
زاغ	مال	synonyms-json
زبر	كتب	synonyms-json
زبر	نسخ	synonyms-json
زخرف	ذهب	synonyms-json
زرع	شجر	synonyms-json
زرع	نبات	synonyms-json
زرع	نجم	synonyms-json
زلزلة	رجفة	synonyms-json
زمان	دهر	synonyms-json
زمان	عصر	synonyms-json
زمان	وقت	synonyms-json
زمرة	ثبات	synonyms-json
زمرة	ثلة	synonyms-json
زمرة	حزب	synonyms-json
زمرة	رهط	synonyms-json
زمرة	شرذمة	synonyms-json
زمرة	طاءفة	synonyms-json
زمرة	عصبة	synonyms-json
زمرة	فءة	synonyms-json
زمرة	فريق	synonyms-json
زمرة	فوج	synonyms-json
زمرة	نفر	synonyms-json
زمرة	موالي	synonyms-json
زنا	سفاح	synonyms-json
زنا	مرض	synonyms-json
زهق	تردا	synonyms-json
زهق	مات	synonyms-json
زهق	هلك	synonyms-json
زوال	دلوك	synonyms-json
زوج	صاحبة	synonyms-json
زوج	امراة	synonyms-json
زور	تفنيد	synonyms-json
زور	تكذيب	synonyms-json
زيادة	بركة	synonyms-json
زيل	ماز	synonyms-json
زيل	عزل	synonyms-json
زين	سول	synonyms-json
سءال	دعاء	synonyms-json
سءال	طلب	synonyms-json
سابق	معجز	synonyms-json
ساحر	عالم	synonyms-json
ساحر	كاهن	synonyms-json
ساعات	ءناء	synonyms-json
سافر	رحل	synonyms-json
سافر	ظعن	synonyms-json
ساق	شطء	synonyms-json
سبب	حبل	synonyms-json
سبح	قدس	synonyms-json
سبيل	مخرج	synonyms-json
سبيل	فرقان	synonyms-json
ستر	برزخ	synonyms-json
ستر	حجاب	synonyms-json
ستر	حاجز	synonyms-json
ستر	غطاء	synonyms-json
سجر	فجر	synonyms-json
سجن	اثبت	synonyms-json
سجن	حبس	synonyms-json
سجن	احصر	synonyms-json
سجن	عكف	synonyms-json
سجن	عضل	synonyms-json
سجيل	حما	synonyms-json
سجيل	صلصال	synonyms-json
سجيل	طين	synonyms-json
سحاب	خلال	synonyms-json
سحاب	ظلة	synonyms-json
سحاب	عارض	synonyms-json
سحاب	معصرات	synonyms-json
سحاب	غمامة	synonyms-json
سحاب	مزن	synonyms-json
سحت	حرام	synonyms-json
سخرية	استهزاء	synonyms-json
سخرية	تفنيد	synonyms-json
سراء	نعماء	synonyms-json
سراح	طلاق	synonyms-json
سراح	فراق	synonyms-json
سرمد	خالد	synonyms-json
سرمد	داءم	synonyms-json
سرمد	مستمر	synonyms-json
سرمد	واصب	synonyms-json
سرور	حبور	synonyms-json
سرور	فرح	synonyms-json
سرور	مرح	synonyms-json
سطح	طحا	synonyms-json
سطح	مد	synonyms-json
سعة	بسطة	synonyms-json
سعر	جنة	synonyms-json
سعر	سفاهة	synonyms-json
سعر	سوء	synonyms-json
سفاح	زنا	synonyms-json
سفاح	مرض	synonyms-json
سفاهة	جنة	synonyms-json
سفاهة	سعر	synonyms-json
سفاهة	سوء	synonyms-json
سفح	سكب	synonyms-json
سفح	صب	synonyms-json
سفر	امام	synonyms-json
سفر	رقيم	synonyms-json
سفر	مسطور	synonyms-json
سفر	قط	synonyms-json
سفر	كتاب	synonyms-json
سفر	لوح	synonyms-json
سفع	اخذ	synonyms-json
سفه	خسر	synonyms-json
سفه	ضيع	synonyms-json
سفينة	جارية	synonyms-json
سفينة	فلك	synonyms-json
سفينة	ماخرة	synonyms-json
سفيه	جاهل	synonyms-json
سقاية	ءنية	synonyms-json
سقاية	صحاف	synonyms-json
سقاية	صواع	synonyms-json
سكب	سفح	synonyms-json
سكب	صب	synonyms-json
سكر	غلق	synonyms-json
سكر	اوصد	synonyms-json
سكينة	حلم	synonyms-json
سكينة	وقار	synonyms-json
سلام	تحية	synonyms-json
سلامة	صحة	synonyms-json
سلطان	ملك	synonyms-json
سلك	دخل	synonyms-json
سمة	ءية	synonyms-json
سمة	علامة	synonyms-json
سنة	حجة	synonyms-json
سنة	حول	synonyms-json
سنة	عام	synonyms-json
سنون	امة	synonyms-json
سهو	نسيان	synonyms-json
سهو	غفلة	synonyms-json
سهو	غمرة	synonyms-json
سهو	ضلال	synonyms-json
سوء	جنة	synonyms-json
سوء	سعر	synonyms-json
سوء	سفاهة	synonyms-json
سوءة	عورة	synonyms-json
سور	جدار	synonyms-json
سول	زين	synonyms-json
سوم	رعي	synonyms-json
سياحة	صيام	synonyms-json
سياحة	صوم	synonyms-json
سيد	حليم	synonyms-json
سيد	صابر	synonyms-json
شاء	ابتغا	synonyms-json
شاء	اراد	synonyms-json
شاء	اصاب	synonyms-json
شاهد	مهين	synonyms-json
شجر	زرع	synonyms-json
شجر	نبات	synonyms-json
شجر	نجم	synonyms-json
شحيح	بخيل	synonyms-json
شحيح	شديد	synonyms-json
شحيح	ضنين	synonyms-json
شديد	بخيل	synonyms-json
شديد	شحيح	synonyms-json
شديد	ضنين	synonyms-json
شرد	نكل	synonyms-json
شرذمة	ثبات	synonyms-json
شرذمة	ثلة	synonyms-json
شرذمة	حزب	synonyms-json
شرذمة	رهط	synonyms-json
شرذمة	زمرة	synonyms-json
شرذمة	طاءفة	synonyms-json
شرذمة	عصبة	synonyms-json
شرذمة	فءة	synonyms-json
شرذمة	فريق	synonyms-json
شرذمة	فوج	synonyms-json
شرذمة	نفر	synonyms-json
شرذمة	موالي	synonyms-json
شرعة	منهاج	synonyms-json
شريعة	دين	synonyms-json
شريعة	ملة	synonyms-json
شطء	ساق	synonyms-json
شطر	تلقاء	synonyms-json
شطط	افك	synonyms-json
شطط	بهتان	synonyms-json
شطط	خرص	synonyms-json
شطط	اختلاط	synonyms-json
شطط	ظاهر	synonyms-json
شطط	القول	synonyms-json
شطط	فاحشة	synonyms-json
شطط	افتراء	synonyms-json
شطط	كذب	synonyms-json
شق	فلق	synonyms-json
شقاق	ضلال	synonyms-json
شقاق	غواية	synonyms-json
شقاق	فتنة	synonyms-json
شكر	حمد	synonyms-json
شمال	مشامة	synonyms-json
شنءن	بغضاء	synonyms-json
شنءن	قلا	synonyms-json
شنءن	كره	synonyms-json
شنءن	مقت	synonyms-json
شهد	قال	synonyms-json
شهوة	هوا	synonyms-json
شوا	حنذ	synonyms-json
شوب	خلط	synonyms-json
شوب	لبس	synonyms-json
شوب	مرح	synonyms-json
شوب	مزج	synonyms-json
شياطين	جن	synonyms-json
شيطان	ابليس	synonyms-json
شيطان	جبت	synonyms-json
صابر	حليم	synonyms-json
صابر	سيد	synonyms-json
صاحب	حميم	synonyms-json
صاحب	خدن	synonyms-json
صاحب	خليل	synonyms-json
صاحب	صديق	synonyms-json
صاحب	قرين	synonyms-json
صاحب	ولي	synonyms-json
صاحبة	زوج	synonyms-json
صاحبة	امراة	synonyms-json
صار	ظل	synonyms-json
صاغر	خاسء	synonyms-json
صاغر	ذليل	synonyms-json
صاغر	مستكين	synonyms-json
صاغر	مهان	synonyms-json
صانع	بديع	synonyms-json
صانع	بارء	synonyms-json
صانع	جاعل	synonyms-json
صانع	خالق	synonyms-json
صانع	ذارء	synonyms-json
صانع	فاطر	synonyms-json
صب	سفح	synonyms-json
صب	سكب	synonyms-json
صحاف	ءنية	synonyms-json
صحاف	سقاية	synonyms-json
صحاف	صواع	synonyms-json
صحة	سلامة	synonyms-json
صد	منع	synonyms-json
صدف	جبل	synonyms-json
صدف	طود	synonyms-json
صدف	طور	synonyms-json
صدق	حق	synonyms-json
صدقة	عطية	synonyms-json
صدقة	نحلة	synonyms-json
صدقة	هبة	synonyms-json
صدقة	هدية	synonyms-json
صديق	حميم	synonyms-json
صديق	خدن	synonyms-json
صديق	خليل	synonyms-json
صديق	صاحب	synonyms-json
صديق	قرين	synonyms-json
صديق	ولي	synonyms-json
صراط	جدد	synonyms-json
صراط	حبك	synonyms-json
صراط	ريع	synonyms-json
صراط	سبيل	synonyms-json
صراط	طريق	synonyms-json
صراط	فج	synonyms-json
صراط	نجد	synonyms-json
صرح	بيوت	synonyms-json
صرح	ديار	synonyms-json
صرح	مساكن	synonyms-json
صرح	اكنان	synonyms-json
صرهن	قطعهن	synonyms-json
صعد	رفع	synonyms-json
صعد	رقي	synonyms-json
صعد	عرج	synonyms-json
صعد	علا	synonyms-json
صغا	جنح	synonyms-json
صغا	جنف	synonyms-json
صغا	ركن	synonyms-json
صغا	زاغ	synonyms-json
صغا	عال	synonyms-json
صغا	ماد	synonyms-json
صغا	مال	synonyms-json
صفح	ستر	synonyms-json
صفح	عفا	synonyms-json
صفح	غطا	synonyms-json
صفح	كفر	synonyms-json
صفح	كند	synonyms-json
صفح	محا	synonyms-json
صفوان	حجر	synonyms-json
صلصال	حما	synonyms-json
صلصال	سجيل	synonyms-json
صلصال	طين	synonyms-json
صنع	فعل	synonyms-json
صنع	عمل	synonyms-json
صنم	رجز	synonyms-json
صنم	طاغوت	synonyms-json
صنم	تمثال	synonyms-json
صنم	وثن	synonyms-json
صهر	انا	synonyms-json
صهر	نضج	synonyms-json
صواع	ءنية	synonyms-json
صواع	سقاية	synonyms-json
صواع	صحاف	synonyms-json
صوم	سياحة	synonyms-json
صوم	صيام	synonyms-json
صياصي	حصون	synonyms-json
صيام	سياحة	synonyms-json
صيام	صوم	synonyms-json
ضاق	حرج	synonyms-json
ضاق	حصر	synonyms-json
ضراء	باساء	synonyms-json
ضعف	وهن	synonyms-json
ضلال	شقاق	synonyms-json
ضلال	غواية	synonyms-json
ضلال	فتنة	synonyms-json
ضنين	بخيل	synonyms-json
ضنين	شحيح	synonyms-json
ضنين	شديد	synonyms-json
ضياء	نور	synonyms-json
ضيز	جور	synonyms-json
ضيز	رهق	synonyms-json
ضيز	ظلم	synonyms-json
ضيز	هضم	synonyms-json
ضيع	خسر	synonyms-json
ضيع	سفه	synonyms-json
طاءره	عمله	synonyms-json
طاءفة	ثبات	synonyms-json
طاءفة	ثلة	synonyms-json
طاءفة	حزب	synonyms-json
طاءفة	رهط	synonyms-json
طاءفة	زمرة	synonyms-json
طاءفة	شرذمة	synonyms-json
طاءفة	عصبة	synonyms-json
طاءفة	فءة	synonyms-json
طاءفة	فريق	synonyms-json
طاءفة	فوج	synonyms-json
طاءفة	نفر	synonyms-json
طاءفة	موالي	synonyms-json
طاغوت	رجز	synonyms-json
طاغوت	صنم	synonyms-json
طاغوت	تمثال	synonyms-json
طاغوت	وثن	synonyms-json
طاقة	استطاعة	synonyms-json
طاقة	قبل	synonyms-json
طاقة	قوة	synonyms-json
طاقة	قدرة	synonyms-json
طاقة	مرة	synonyms-json
طبع	ختم	synonyms-json
طبع	رقم	synonyms-json
طحا	سطح	synonyms-json
طحا	مد	synonyms-json
طرد	دحر	synonyms-json
طريق	جدد	synonyms-json
طريق	حبك	synonyms-json
طريق	ريع	synonyms-json
طريق	سبيل	synonyms-json
طريق	صراط	synonyms-json
طريق	فج	synonyms-json
طريق	نجد	synonyms-json
طغا	عتا	synonyms-json
طلاق	سراح	synonyms-json
طلاق	فراق	synonyms-json
طلب	دعاء	synonyms-json
طلب	سءال	synonyms-json
طلع	بزغ	synonyms-json
طمست	انكدرت	synonyms-json
طمع	حرص	synonyms-json
طمع	رجاء	synonyms-json
طوبا	جنة	synonyms-json
طود	جبل	synonyms-json
طود	صدف	synonyms-json
طود	طور	synonyms-json
طور	جبل	synonyms-json
طور	صدف	synonyms-json
طور	طود	synonyms-json
طول	فضل	synonyms-json
طين	حما	synonyms-json
طين	سجيل	synonyms-json
طين	صلصال	synonyms-json
ظاهر	افك	synonyms-json
ظاهر	بهتان	synonyms-json
ظاهر	خرص	synonyms-json
ظاهر	اختلاط	synonyms-json
ظاهر	شطط	synonyms-json
ظاهر	القول	synonyms-json
ظاهر	فاحشة	synonyms-json
ظاهر	افتراء	synonyms-json
ظاهر	كذب	synonyms-json
ظعن	سافر	synonyms-json
ظعن	رحل	synonyms-json
ظل	صار	synonyms-json
ظلة	خلال	synonyms-json
ظلة	سحاب	synonyms-json
ظلة	عارض	synonyms-json
ظلة	معصرات	synonyms-json
ظلة	غمامة	synonyms-json
ظلة	مزن	synonyms-json
ظلم	جور	synonyms-json
ظلم	رهق	synonyms-json
ظلم	ضيز	synonyms-json
ظلم	هضم	synonyms-json
عاءل	باءس	synonyms-json
عاءل	مسكين	synonyms-json
عاءل	معتر	synonyms-json
عاءل	فقير	synonyms-json
عاءل	قانع	synonyms-json
عاءل	مملق	synonyms-json
عاد	ءب	synonyms-json
عاد	حار	synonyms-json
عاد	رجع	synonyms-json
عاد	ارتد	synonyms-json
عاد	فاء	synonyms-json
عاد	انقلب	synonyms-json
عاد	نكص	synonyms-json
عاديات	جياد	synonyms-json
عاديات	خير	synonyms-json
عاديات	خيل	synonyms-json
عارض	خلال	synonyms-json
عارض	سحاب	synonyms-json
عارض	ظلة	synonyms-json
عارض	معصرات	synonyms-json
عارض	غمامة	synonyms-json
عارض	مزن	synonyms-json
عاقر	عقيم	synonyms-json
عال	جنح	synonyms-json
عال	جنف	synonyms-json
عال	ركن	synonyms-json
عال	زاغ	synonyms-json
عال	صغا	synonyms-json
عال	ماد	synonyms-json
عال	مال	synonyms-json
عالم	ساحر	synonyms-json
عالم	كاهن	synonyms-json
عام	حجة	synonyms-json
عام	حول	synonyms-json
عام	سنة	synonyms-json
عبد	بخع	synonyms-json
عبد	قتل	synonyms-json
عتا	طغا	synonyms-json
عثر	اطلع	synonyms-json
عجب	امر	synonyms-json
عدل	قسط	synonyms-json
عدل	وسط	synonyms-json
عذاب	رجز	synonyms-json
عذاب	عقاب	synonyms-json
عرج	رفع	synonyms-json
عرج	رقي	synonyms-json
عرج	صعد	synonyms-json
عرج	علا	synonyms-json
عرض	متاع	synonyms-json
عرف	علم	synonyms-json
عرف	فهم	synonyms-json
عزب	افل	synonyms-json
عزب	غاب	synonyms-json
عزل	زيل	synonyms-json
عزل	ماز	synonyms-json
عزم	هم	synonyms-json
عسعس	ادبر	synonyms-json
عصا	منساة	synonyms-json
عصبة	ثبات	synonyms-json
عصبة	ثلة	synonyms-json
عصبة	حزب	synonyms-json
عصبة	رهط	synonyms-json
عصبة	زمرة	synonyms-json
عصبة	شرذمة	synonyms-json
عصبة	طاءفة	synonyms-json
عصبة	فءة	synonyms-json
عصبة	فريق	synonyms-json
عصبة	فوج	synonyms-json
عصبة	نفر	synonyms-json
عصبة	موالي	synonyms-json
عصر	دهر	synonyms-json
عصر	زمان	synonyms-json
عصر	وقت	synonyms-json
عصيب	بءيس	synonyms-json
عصيب	رابية	synonyms-json
عصيب	شديد	synonyms-json
عصيب	وبيل	synonyms-json
عضل	اثبت	synonyms-json
عضل	حبس	synonyms-json
عضل	احصر	synonyms-json
عضل	سجن	synonyms-json
عضل	عكف	synonyms-json
عطية	صدقة	synonyms-json
عطية	نحلة	synonyms-json
عطية	هبة	synonyms-json
عطية	هدية	synonyms-json
عفا	ستر	synonyms-json
عفا	صفح	synonyms-json
عفا	غطا	synonyms-json
عفا	كفر	synonyms-json
عفا	كند	synonyms-json
عفا	محا	synonyms-json
عقاب	رجز	synonyms-json
عقاب	عذاب	synonyms-json
عقد	اصر	synonyms-json
عقد	بيعة	synonyms-json
عقد	عهد	synonyms-json
عقد	ميثاق	synonyms-json
عقل	حجر	synonyms-json
عقل	حلم	synonyms-json
عقل	فءاد	synonyms-json
عقل	قلب	synonyms-json
عقل	لب	synonyms-json
عقل	نها	synonyms-json
عقيم	عاقر	synonyms-json
عكف	اثبت	synonyms-json
عكف	حبس	synonyms-json
عكف	احصر	synonyms-json
عكف	سجن	synonyms-json
عكف	عضل	synonyms-json
علا	رفع	synonyms-json
علا	رقي	synonyms-json
علا	صعد	synonyms-json
علا	عرج	synonyms-json
علامة	ءية	synonyms-json
علامة	سمة	synonyms-json
علم	عرف	synonyms-json
علم	فهم	synonyms-json
علماء	ربانيون	synonyms-json
عمر	اجل	synonyms-json
عمر	امد	synonyms-json
عمل	صنع	synonyms-json
عمل	فعل	synonyms-json
عمله	طاءره	synonyms-json
عنب	خمر	synonyms-json
عنت	اثم	synonyms-json
عنت	جرم	synonyms-json
عنت	حنث	synonyms-json
عنت	حوب	synonyms-json
عنت	ذنب	synonyms-json
عنت	خطيءة	synonyms-json
عنت	معصية	synonyms-json
عنت	وزر	synonyms-json
عنق	جيد	synonyms-json
عنق	رقبة	synonyms-json
عهد	اصر	synonyms-json
عهد	بيعة	synonyms-json
عهد	عقد	synonyms-json
عهد	ميثاق	synonyms-json
عورة	سوءة	synonyms-json
عير	ابل	synonyms-json
عيش	حياة	synonyms-json
عيلة	خصاصة	synonyms-json
عيلة	فقر	synonyms-json
عيلة	املاق	synonyms-json
عين	ينبوع	synonyms-json
غاب	افل	synonyms-json
غاب	عزب	synonyms-json
غار	غاص	synonyms-json
غار	نقص	synonyms-json
غار	هضم	synonyms-json
غاص	غار	synonyms-json
غاص	نقص	synonyms-json
غاص	هضم	synonyms-json
غبرة	قترة	synonyms-json
غدق	جم	synonyms-json
غدق	كثير	synonyms-json
غدق	لبد	synonyms-json
غر	خدع	synonyms-json
غر	مكر	synonyms-json
غرام	ابتلاء	synonyms-json
غرام	اختبار	synonyms-json
غرام	تمحيص	synonyms-json
غسلين	ءنية	synonyms-json
غسلين	حامية	synonyms-json
غضب	اسف	synonyms-json
غطا	ستر	synonyms-json
غطا	صفح	synonyms-json
غطا	عفا	synonyms-json
غطا	كفر	synonyms-json
غطا	كند	synonyms-json
غطا	محا	synonyms-json
غطاء	برزخ	synonyms-json
غطاء	حجاب	synonyms-json
غطاء	حاجز	synonyms-json
غطاء	ستر	synonyms-json
غفلة	سهو	synonyms-json
غفلة	نسيان	synonyms-json
غفلة	غمرة	synonyms-json
غفلة	ضلال	synonyms-json
غلا	ربا	synonyms-json
غلا	زاد	synonyms-json
غلق	سكر	synonyms-json
غلق	اوصد	synonyms-json
غلمان	فتيان	synonyms-json
غلمان	ولدان	synonyms-json
غم	هم	synonyms-json
غمامة	خلال	synonyms-json
غمامة	سحاب	synonyms-json
غمامة	ظلة	synonyms-json
غمامة	عارض	synonyms-json
غمامة	معصرات	synonyms-json
غمامة	مزن	synonyms-json
غمرة	سهو	synonyms-json
غمرة	نسيان	synonyms-json
غمرة	غفلة	synonyms-json
غمرة	ضلال	synonyms-json
غمز	لمز	synonyms-json
غمز	همز	synonyms-json
غنيمة	ربح	synonyms-json
غنيمة	فيء	synonyms-json
غنيمة	كسب	synonyms-json
غواية	شقاق	synonyms-json
غواية	ضلال	synonyms-json
غواية	فتنة	synonyms-json
غي	خبال	synonyms-json
غي	رهق	synonyms-json
غيث	رزق	synonyms-json
غيث	مطر	synonyms-json
غيث	ودق	synonyms-json
غيظ	غضب	synonyms-json
فءاد	حجر	synonyms-json
فءاد	حلم	synonyms-json
