word	vocalized	source
الجدد	الْجُدُدِ	vocalizations-paired-words
الجدل	الْجَدَلِ	vocalizations-paired-words
الجديد	الْجَدِيدِ	vocalizations-paired-words
الجديدان	الْجَدِيدَانِ	vocalizations-paired-words
الجديدة	الْجَدِيدَةِ	vocalizations-paired-words
الجديدين	الْجَدِيدَيْنِ	vocalizations-paired-words
الجذب	الْجَذْبِ	vocalizations-paired-words
الجذعية	الْجِذْعِيَّةَ	vocalizations-paired-words
الجراءم	الْجَرَائِمِ	vocalizations-paired-words
الجرز	الْجُرُزِ	vocalizations-json-map
الجرعات	الْجُرْعَاتِ	vocalizations-paired-words
الجزء	الْجُزْءِ	vocalizations-paired-words
الجزءي	الْجُزْئِيِّ	vocalizations-paired-words
الجزاء	الْجَزَاءَ	vocalizations-json-map
الجزاءر	الْجَزَائِرِ	vocalizations-paired-words
الجزاءري	الْجَزَائِرِيِّ	vocalizations-paired-words
الجزاءرية	الْجَزَائِرِيَّةِ	vocalizations-paired-words
الجزاءريون	الْجَزَائِرِيُّونَ	vocalizations-paired-words
الجزاءريين	الجَزَائِرِيِّينَ	vocalizations-paired-words
الجزية	الْجِزْيَةَ	vocalizations-json-map
الجزيرة	الْجَزِيرَةِ	vocalizations-paired-words
الجسدية	الْجَسَدِيَّةِ	vocalizations-paired-words
الجسم	الْجِسْمِ	vocalizations-paired-words
الجسيم	الْجَسيمَ	vocalizations-paired-words
الجفاف	الْجَفَافِ	vocalizations-paired-words
الجلاء	الْجَلَاءَ	vocalizations-json-map
الجلال	الْجَلَالِ	vocalizations-json-map
الجلد	الْجِلْدِ	vocalizations-paired-words
الجلدية	الْجِلْدِيَّةِ	vocalizations-paired-words
الجلسة	الجَلْسَةِ	vocalizations-paired-words
الجلوس	الْجُلُوسِ	vocalizations-paired-words
الجليد	الْجَلِيدِ	vocalizations-paired-words
الجليدية	الْجَلِيدِيَّةَ	vocalizations-paired-words
الجماعة	الْجَمَاعَةِ	vocalizations-paired-words
الجماعي	الْجَمَاعِيِّ	vocalizations-paired-words
الجماعية	الْجَمَاعِيَّةِ	vocalizations-paired-words
الجماهيري	الْجَمَاهِيرِيِّ	vocalizations-paired-words
الجمايكي	الْجَمَايْكِيُّ	vocalizations-paired-words
الجمرات	الْجَمَرَاتِ	vocalizations-paired-words
الجمركية	الْجُمْرُكِيَّةُ	vocalizations-paired-words
الجمع	الْجَمْعُ	vocalizations-json-map
الجمعان	الْجَمْعَانِ	vocalizations-json-map
الجمعة	الْجُمُعَةِ	vocalizations-json-map
الجمعيات	الْجَمْعِيَّاتِ	vocalizations-paired-words
الجمعية	الْجَمْعِيَّةُ	vocalizations-paired-words
الجمل	الْجَمَلُ	vocalizations-json-map
الجمهور	الْجُمْهُورِ	vocalizations-paired-words
الجمهوري	الْجُمْهُورِيِّ	vocalizations-paired-words
الجمهورية	الْجُمْهُورِيَّةِ	vocalizations-paired-words
الجميع	الْجَمِيعُ	vocalizations-paired-words
الجميل	الْجَمِيلَ	vocalizations-json-map
الجن	الْجِنُّ	vocalizations-json-map
الجنات	الْجَنَّاتِ	vocalizations-json-map
الجنب	الْجُنُبِ	vocalizations-json-map
الجنة	الْجِنَّةُ	vocalizations-json-map
الجنتين	الْجَنَّتَيْنِ	vocalizations-json-map
الجنرال	الْجَنِرَالُ	vocalizations-paired-words
الجنسي	الْجِنْسِيِّ	vocalizations-paired-words
الجنسين	الْجِنْسَيْنِ	vocalizations-paired-words
الجنوبي	الْجَنُوبِيِّ	vocalizations-paired-words
الجنوبية	الْجَنُوبِيَّةِ	vocalizations-paired-words
الجنود	الْجُنُودِ	vocalizations-json-map
الجنيه	الْجُنَيْهِ	vocalizations-paired-words
الجهاز	الْجِهَازِ	vocalizations-paired-words
الجهة	الْجِهَةِ	vocalizations-paired-words
الجهر	الْجَهْرِ	vocalizations-json-map
الجهل	الْجَهْلِ	vocalizations-paired-words
الجو	الْجَوِّ	vocalizations-paired-words
الجواءز	الْجَوَائِزِ	vocalizations-paired-words
الجواب	الْجَوَابُ	vocalizations-paired-words
الجوار	الْجَوَارِ	vocalizations-json-map
الجوارح	الْجَوَارِحِ	vocalizations-json-map
الجوال	الْجَوَّالِ	vocalizations-paired-words
الجوالة	الْجَوَّالَةِ	vocalizations-paired-words
الجوانب	الْجَوَانِبِ	vocalizations-paired-words
الجودة	الْجَوْدَةِ	vocalizations-paired-words
الجودي	الْجُودِيِّ	vocalizations-json-map
الجوع	الْجُوعِ	vocalizations-json-map
الجوعا	الْجَوْعَى	vocalizations-paired-words
الجوقة	الْجُوقَةِ	vocalizations-paired-words
الجولة	الْجَوْلَةِ	vocalizations-paired-words
الجوية	الْجَوِّيَّةِ	vocalizations-paired-words
الجياد	الْجِيَادُ	vocalizations-json-map
الجياشة	الْجَيَّاشَةِ	vocalizations-paired-words
الجيد	الْجَيِّدِ	vocalizations-paired-words
الجيش	الْجَيْشُ	vocalizations-paired-words
الجيل	الْجِيلِ	vocalizations-paired-words
الجيلاتين	الْجِيلَاتِينِ	vocalizations-paired-words
الجينوم	الْجِينُومِ	vocalizations-paired-words
الجينية	الْجِينِيَّةِ	vocalizations-paired-words
الجيوسياسية	الْجيُوسِيَّاسِيَّةِ	vocalizations-paired-words
الحاءز	الْحَائِزُ	vocalizations-paired-words
الحاءزان	الْحَائِزَانِ	vocalizations-paired-words
الحاءزة	الْحَائِزَةُ	vocalizations-paired-words
الحاج	الْحَاجِّ	vocalizations-json-map
الحاجة	الْحَاجَةَ	vocalizations-paired-words
الحاد	الْحَادِّ	vocalizations-paired-words
الحادث	الْحَادِثُ	vocalizations-paired-words
الحادثة	الْحَادِثَةَ	vocalizations-paired-words
الحادي	الْحادِي	vocalizations-paired-words
الحادية	الحَادِيَةِ	vocalizations-paired-words
الحارس	الْحَارِسِ	vocalizations-paired-words
الحاسبين	الْحَاسِبِينَ	vocalizations-json-map
الحاسمة	الْحَاسِمَةِ	vocalizations-paired-words
الحاسوب	الْحَاسُوبِ	vocalizations-paired-words
الحاصل	الْحَاصِلُ	vocalizations-paired-words
الحافا	إِلْحَافًا	vocalizations-json-map
الحافرة	الْحَافِرَةِ	vocalizations-json-map
الحافلات	الْحَافِلَاتِ	vocalizations-paired-words
الحافلة	الْحَافِلَةِ	vocalizations-paired-words
الحاقة	الْحَاقَّةُ	vocalizations-json-map
الحاقه	إِلْحَاقُهُ	vocalizations-paired-words
الحاكمين	الْحَاكِمِينَ	vocalizations-json-map
الحال	الْحَالُ	vocalizations-paired-words
الحالة	الْحَالَةِ	vocalizations-paired-words
الحالي	الْحالِي	vocalizations-paired-words
الحالية	الْحَالِيَّةِ	vocalizations-paired-words
الحامدون	الْحَامِدُونَ	vocalizations-json-map
الحب	الْحَبِّ	vocalizations-json-map
الحبك	الْحُبُكِ	vocalizations-json-map
الحبوب	الْحُبُوبِ	vocalizations-paired-words
الحج	الْحَجُّ	vocalizations-json-map
الحجاب	الْحِجَابَ	vocalizations-paired-words
الحجاج	الْحُجَّاجِ	vocalizations-paired-words
الحجارة	الْحِجَارَةِ	vocalizations-json-map
الحجامة	الْحِجَامَةِ	vocalizations-paired-words
الحجة	الْحُجَّةُ	vocalizations-json-map
الحجر	الْحِجْرِ	vocalizations-json-map
الحجرات	الْحُجُرَاتِ	vocalizations-json-map
الحجز	الْحَجْزُ	vocalizations-paired-words
الحجم	الْحَجْمِ	vocalizations-paired-words
الحجيج	الْحَجِيجِ	vocalizations-paired-words
الحد	الْحَدُّ	vocalizations-paired-words
الحداثة	الْحَدَاثَةَ	vocalizations-paired-words
الحدث	الْحَدَثِ	vocalizations-paired-words
الحدود	الْحُدُودِ	vocalizations-paired-words
الحدودي	الْحُدُودِيِّ	vocalizations-paired-words
الحدودية	الْحُدُودِيَّةِ	vocalizations-paired-words
الحديث	الْحَدِيثِ	vocalizations-json-map
الحديثة	الْحَدِيثَةِ	vocalizations-paired-words
الحديد	الْحَدِيدِ	vocalizations-json-map
الحديدة	الْحَديدة	vocalizations-paired-words
الحديدية	الْحَدِيدِيَّةِ	vocalizations-paired-words
الحر	الْحَرَّ	vocalizations-json-map
الحرارة	الْحَرَارَةِ	vocalizations-paired-words
الحراري	الْحَرَارِيِّ	vocalizations-paired-words
الحرارية	الْحَرَارِيَّةِ	vocalizations-paired-words
الحراك	الْحِرَاكِ	vocalizations-paired-words
الحرام	الْحَرَامُ	vocalizations-json-map
الحرامية	الْحَرَامِيَّة	vocalizations-paired-words
الحرب	الْحَرْبُ	vocalizations-json-map
الحرة	الْحُرَّةِ	vocalizations-paired-words
الحرث	الْحَرْثَ	vocalizations-json-map
الحرفي	الْحِرَفِيِّ	vocalizations-paired-words
الحركات	الْحَرَكَاتِ	vocalizations-paired-words
الحركة	الْحَرَكَةِ	vocalizations-paired-words
الحركية	الْحَرَكِيَّةِ	vocalizations-paired-words
الحرم	الْحُرُمُ	vocalizations-json-map
الحروب	الْحُرُوبِ	vocalizations-paired-words
الحرور	الْحَرُورُ	vocalizations-json-map
الحريات	الْحُرِّيَّاتِ	vocalizations-paired-words
الحرية	الْحُرِّيَّةِ	vocalizations-paired-words
الحرير	الْحَرِيرِ	vocalizations-paired-words
الحريق	الْحَرِيقِ	vocalizations-json-map
الحزبين	الْحِزْبَيْنِ	vocalizations-json-map
الحزن	الْحَزَنَ	vocalizations-json-map
الحساب	الْحِسَابُ	vocalizations-json-map
الحسرة	الْحَسْرَةِ	vocalizations-json-map
الحسم	الْحَسْمِ	vocalizations-paired-words
الحسنا	الْحُسْنَى	vocalizations-json-map
الحسنات	الْحَسَنَاتِ	vocalizations-json-map
الحسنة	الْحَسَنَةَ	vocalizations-json-map
الحسنيين	الْحُسْنَيَيْنِ	vocalizations-json-map
الحشر	الْحَشْرِ	vocalizations-json-map
الحشرات	الْحَشَرَاتُ	vocalizations-paired-words
الحصار	الْحِصَارِ	vocalizations-paired-words
الحصول	الْحُصُولُ	vocalizations-paired-words
الحصيد	الْحَصِيدِ	vocalizations-json-map
الحضارة	الْحَضَارَةِ	vocalizations-paired-words
الحضور	الْحُضُورُ	vocalizations-paired-words
الحطب	الْحَطَبِ	vocalizations-json-map
الحطمة	الْحُطَمَةُ	vocalizations-json-map
الحفاظ	الْحِفَاظِ	vocalizations-paired-words
الحفل	الْحَفْلُ	vocalizations-paired-words
الحفلات	الْحَفَلَاتِ	vocalizations-paired-words
الحق	الْحَقَّ	vocalizations-json-map
الحقاءق	الْحَقَائِقِ	vocalizations-paired-words
الحقبة	الْحِقْبَةِ	vocalizations-paired-words
الحقتم	أَلْحَقْتُمْ	vocalizations-json-map
الحقنا	أَلْحَقْنَا	vocalizations-json-map
الحقوق	الْحُقُوقِ	vocalizations-paired-words
الحقوقي	الْحُقُوقِيُّ	vocalizations-paired-words
الحقوقية	الْحُقُوقِيَّةِ	vocalizations-paired-words
الحقيقة	الْحَقِيقَةَ	vocalizations-paired-words
الحقيقي	الْحَقِيقِيِّ	vocalizations-paired-words
الحكام	الْحُكَّامِ	vocalizations-json-map
الحكم	الْحُكْمَ	vocalizations-json-map
الحكمة	الْحِكْمَةِ	vocalizations-json-map
الحكومة	الْحُكُومَةَ	vocalizations-paired-words
الحكومي	الْحُكُومِيِّ	vocalizations-paired-words
الحكومية	الْحُكُومِيَّةِ	vocalizations-paired-words
الحكيم	الْحَكِيمِ	vocalizations-json-map
الحلاق	الْحَلَّاق	vocalizations-paired-words
الحلبة	الْحُلْبَةِ	vocalizations-paired-words
الحلقة	الْحَلْقَةُ	vocalizations-paired-words
الحلقوم	الْحُلْقُومَ	vocalizations-json-map
الحلم	الْحُلُمَ	vocalizations-json-map
الحلوا	الْحَلْوَى	vocalizations-paired-words
الحلول	الْحُلُولِ	vocalizations-paired-words
الحلية	الْحِلْيَةِ	vocalizations-json-map
الحليم	الْحَلِيمُ	vocalizations-json-map
الحمار	الْحِمَارِ	vocalizations-json-map
الحمد	الْحَمْدُ	vocalizations-json-map
الحمراء	الْحَمْرَاءُ	vocalizations-paired-words
الحملة	الْحَمْلَةُ	vocalizations-paired-words
الحموتي	الْحَمُوتِي	vocalizations-paired-words
الحموضة	الْحُمُوضَةِ	vocalizations-paired-words
الحمية	الْحَمِيَّةَ	vocalizations-json-map
الحميد	الْحَمِيدِ	vocalizations-json-map
الحمير	الْحَمِيرِ	vocalizations-json-map
الحميم	الْحَمِيمُ	vocalizations-json-map
الحميمية	الْحَمِيمِيَّةُ	vocalizations-paired-words
الحناجر	الْحَنَاجِرَ	vocalizations-json-map
الحنث	الْحِنْثِ	vocalizations-json-map
الحنين	الْحَنِينِ	vocalizations-paired-words
الحوار	الْحِوَارِ	vocalizations-paired-words
الحواريون	الْحَوَارِيُّونَ	vocalizations-json-map
الحواريين	الْحَوَارِيِّينَ	vocalizations-json-map
الحوايا	الْحَوَايَا	vocalizations-json-map
الحوت	الْحُوتَ	vocalizations-json-map
الحول	الْحَوْلِ	vocalizations-json-map
الحي	الْحَيُّ	vocalizations-json-map
الحياة	الْحَيَاةَ	vocalizations-json-map
الحيان	الْحَيَّانُ	vocalizations-paired-words
الحية	الْحَيَّةِ	vocalizations-paired-words
الحيرة	الْحَيْرَةِ	vocalizations-paired-words
الحيوان	الْحَيَوَانُ	vocalizations-json-map
الحيوانات	الْحَيَوَانَاتِ	vocalizations-paired-words
الحيوي	الْحَيَوِيِّ	vocalizations-paired-words
الحيوية	الْحَيَوِيَّةِ	vocalizations-paired-words
الخاءضين	الْخَائِضِينَ	vocalizations-json-map
الخاءنين	الْخَائِنِينَ	vocalizations-json-map
الخارجي	الْخَارِجِيِّ	vocalizations-paired-words
الخارجية	الْخَارِجِيَّةِ	vocalizations-paired-words
الخاسرون	الْخَاسِرُونَ	vocalizations-json-map
الخاسرين	الْخَاسِرِينَ	vocalizations-json-map
الخاشعين	الْخَاشِعِينَ	vocalizations-json-map
الخاص	الْخَاصِّ	vocalizations-paired-words
الخاصة	الْخَاصَّةِ	vocalizations-paired-words
الخاطءون	الْخَاطِئُونَ	vocalizations-json-map
الخاطءين	الْخَاطِئِينَ	vocalizations-json-map
الخالدون	الْخَالِدُونَ	vocalizations-json-map
الخالدين	الْخَالِدِينَ	vocalizations-json-map
الخالص	الْخَالِصُ	vocalizations-json-map
الخالفين	الْخَالِفِينَ	vocalizations-json-map
الخالق	الْخَالِقُ	vocalizations-json-map
الخالقون	الْخَالِقُونَ	vocalizations-json-map
الخالقين	الْخَالِقِينَ	vocalizations-json-map
الخالية	الْخَالِيَةِ	vocalizations-json-map
الخامس	الْخَامِسِ	vocalizations-paired-words
الخامسة	الْخَامِسَةِ	vocalizations-paired-words
الخبء	الْخَبْءَ	vocalizations-json-map
الخباءث	الْخَبَائِثَ	vocalizations-json-map
الخبراء	الْخُبَرَاءُ	vocalizations-paired-words
الخبرات	الْخِبْرَاتِ	vocalizations-paired-words
الخبرة	الْخِبْرَةِ	vocalizations-paired-words
الخبرية	الْخَبَرِيَّةِ	vocalizations-paired-words
الخبيث	الْخَبِيثُ	vocalizations-json-map
الخبيثات	الْخَبِيثَاتُ	vocalizations-json-map
الخبير	الْخَبِيرُ	vocalizations-json-map
الختامي	الْخِتَامِيُّ	vocalizations-paired-words
الختامية	الْخِتَامِيَّةِ	vocalizations-paired-words
الخدمات	الْخَدَمَاتِ	vocalizations-paired-words
الخدمة	الْخِدْمَةِ	vocalizations-paired-words
الخراصون	الْخَرَّاصُونَ	vocalizations-json-map
الخرافات	الْخُرَافَاتِ	vocalizations-paired-words
الخرافة	الْخُرَافَةِ	vocalizations-paired-words
الخرطوم	الْخُرْطُومِ	vocalizations-json-map
الخروج	الْخُرُوجَ	vocalizations-json-map
الخزي	الْخِزْيُ	vocalizations-json-map
الخساءر	الْخَسَائِرُ	vocalizations-paired-words
الخسارة	الْخَسارَة	vocalizations-paired-words
الخسران	الْخُسْرَانُ	vocalizations-json-map
الخسوف	الْخُسُوفُ	vocalizations-paired-words
الخشبية	الْخَشَبِيَّةِ	vocalizations-paired-words
الخشخشة	الْخَشْخَشَةِ	vocalizations-paired-words
الخصام	الْخِصَامِ	vocalizations-json-map
الخصم	الْخَصْمِ	vocalizations-json-map
الخصوص	الْخُصُوصِ	vocalizations-paired-words
الخصوصية	الْخُصُوصِيَّةِ	vocalizations-paired-words
الخضراء	الْخَضْرَاء	vocalizations-paired-words
الخطا	الْخَطَأَ	vocalizations-paired-words
الخطاب	الْخِطَابِ	vocalizations-json-map
الخطر	الْخَطَرِ	vocalizations-paired-words
الخطرة	الْخَطِرَةِ	vocalizations-paired-words
الخطفة	الْخَطْفَةَ	vocalizations-json-map
الخطوة	الْخُطْوَةِ	vocalizations-paired-words
الخفيفة	الْخَفِيفَةِ	vocalizations-paired-words
الخلاق	الْخَلَّاقُ	vocalizations-json-map
الخلايا	الْخَلَايَا	vocalizations-paired-words
الخلد	الْخُلْدَ	vocalizations-json-map
الخلطاء	الْخُلَطَاءِ	vocalizations-json-map
الخلق	الْخَلْقُ	vocalizations-json-map
الخلل	الْخَلَلِ	vocalizations-paired-words
الخلود	الْخُلُودِ	vocalizations-json-map
الخليج	الْخَلِيجِ	vocalizations-paired-words
الخليجي	الْخَلِيجِيُّ	vocalizations-paired-words
الخليجية	الْخَلِيجِيَّةِ	vocalizations-paired-words
الخليفة	الْخَلِيفَةِ	vocalizations-paired-words
الخمر	الْخَمْرُ	vocalizations-json-map
الخمس	الْخَمْسِ	vocalizations-paired-words
الخمسة	الْخَمْسَةَ	vocalizations-paired-words
الخمسينيات	الْخَمْسِينِيَّاتِ	vocalizations-paired-words
الخميس	الْخَمِيسَ	vocalizations-paired-words
الخناس	الْخَنَّاسِ	vocalizations-json-map
الخنزير	الْخِنْزِيرِ	vocalizations-json-map
الخوالف	الْخَوَالِفِ	vocalizations-json-map
الخوف	الْخَوْفُ	vocalizations-json-map
الخيار	الْخِيَارُ	vocalizations-paired-words
الخيارات	الْخِيَارَاتِ	vocalizations-paired-words
الخياط	الْخِيَاطِ	vocalizations-json-map
الخيال	الْخَيَالِ	vocalizations-paired-words
الخيام	الْخِيَامِ	vocalizations-json-map
الخير	الْخَيْرَ	vocalizations-json-map
الخيرات	الْخَيْرَاتُ	vocalizations-json-map
الخيرة	الْخِيَرَةُ	vocalizations-json-map
الخيط	الْخَيْطُ	vocalizations-json-map
الخيل	الْخَيْلِ	vocalizations-json-map
الخيمة	الْخَيْمَةِ	vocalizations-paired-words
الخيول	الْخُيُولِ	vocalizations-paired-words
الخیار	الْخِیَارِ	vocalizations-paired-words
الد	أَلَدُّ	vocalizations-json-map
الداءر	الدَّائِرِ	vocalizations-paired-words
الداءرة	الدَّائِرَةِ	vocalizations-paired-words
الداءم	الدَّائِمُ	vocalizations-paired-words
الداءمة	الدَّائِمَةِ	vocalizations-paired-words
الداخلي	الدَّاخِلِيِّ	vocalizations-paired-words
الداخلية	الدَّاخِلِيَّةِ	vocalizations-paired-words
الداخلين	الدَّاخِلِينَ	vocalizations-json-map
الدار	الدَّارُ	vocalizations-json-map
الداع	الدَّاعِ	vocalizations-json-map
الداعم	الدَّاعِمَ	vocalizations-paired-words
الداعي	الدَّاعِيَ	vocalizations-json-map
الدافءة	الدَّافِئَةِ	vocalizations-paired-words
الدامي	الدَّامِي	vocalizations-paired-words
الدانمارك	الدِّانْمَارْك	vocalizations-paired-words
الدبر	الدُّبُرَ	vocalizations-json-map
الدبكة	الدَّبْكَةُ	vocalizations-paired-words
الدبلوماسي	الدِّبْلُومَاسِيِّ	vocalizations-paired-words
الدبلوماسيين	الدِّبْلُومَاسِيِّينَ	vocalizations-paired-words
الدجل	الدَّجَلِ	vocalizations-paired-words
الدراسات	الدِّرَاسَاتُ	vocalizations-paired-words
الدراسة	الدِّرَاسَةَ	vocalizations-paired-words
الدراسية	الدِّرَاسِيَّةِ	vocalizations-paired-words
الدرامية	الدّرامِيَّةِ	vocalizations-paired-words
الدرجات	الدَّرَجَاتُ	vocalizations-json-map
الدرس	الدَّرْسِ	vocalizations-paired-words
الدرك	الدَّرْكِ	vocalizations-json-map
الدستور	الدُّسْتُورَ	vocalizations-paired-words
الدستورية	الدُّسْتُورِيَّةَ	vocalizations-paired-words
الدسمة	الدَّسِمَةِ	vocalizations-paired-words
الدعاء	الدُّعَاءِ	vocalizations-json-map
الدعاية	الدِّعَايَةِ	vocalizations-paired-words
الدعم	الدَّعْمِ	vocalizations-paired-words
الدعوا	الدَّعْوَى	vocalizations-paired-words
الدعوات	الدَّعَوَاتِ	vocalizations-paired-words
الدعوة	الدَّعْوَةُ	vocalizations-paired-words
الدفء	الدِّفْءَ	vocalizations-paired-words
الدفاع	الدِّفَاعِ	vocalizations-paired-words
الدفع	الدَّفْعِ	vocalizations-paired-words
الدقاءق	الدَّقَائِقِ	vocalizations-paired-words
الدقيقة	الدَّقِيقَةِ	vocalizations-paired-words
الدقيقتين	الدَّقِيقَتَيْنِ	vocalizations-paired-words
الدكتوراه	الدُّكْتُورَاه	vocalizations-paired-words
الدم	الدَّمِ	vocalizations-paired-words
الدماء	الدِّمَاءَ	vocalizations-json-map
الدماغ	الدِّمَاغِ	vocalizations-paired-words
الدماغي	الدِّمَاغِيَّ	vocalizations-paired-words
الدماغية	الدِّمَاغِيَّةِ	vocalizations-paired-words
الدمام	الدَّمّامِ	vocalizations-paired-words
الدمع	الدَّمْعِ	vocalizations-json-map
الدنيا	الدُّنْيَا	vocalizations-json-map
الدهر	الدَّهْرُ	vocalizations-json-map
الدهنية	الدُّهْنِيَّةِ	vocalizations-paired-words
الدواء	الدَّوَاءِ	vocalizations-paired-words
الدواءر	الدَّوَائِرَ	vocalizations-json-map
الدواب	الدَّوَابِّ	vocalizations-json-map
الدوافع	الدَّوَافِعِ	vocalizations-paired-words
الدوحة	الدَّوْحَةِ	vocalizations-paired-words
الدور	الدَّوْرِ	vocalizations-paired-words
الدورات	الدَّوْرَاتِ	vocalizations-paired-words
الدورة	الدَّوْرَةِ	vocalizations-paired-words
الدوري	الدَّوْرِيِّ	vocalizations-paired-words
الدول	الدُّوَلِ	vocalizations-paired-words
الدولار	الدُّولارِ	vocalizations-paired-words
الدولارات	الدُّولَارَاتِ	vocalizations-paired-words
الدولة	الدَّوْلَةِ	vocalizations-paired-words
الدولي	الدَّوْلِيِّ	vocalizations-paired-words
الدولية	الدولية	vocalizations-paired-words
الديار	الدِّيَارِ	vocalizations-json-map
الديزل	الدِّيزَل	vocalizations-paired-words
الديمقراطية	الدِّيمُقْرَاطِيَّةِ	vocalizations-paired-words
الدين	الدِّينُ	vocalizations-json-map
الديناصورات	الدّينَاصُورَاتِ	vocalizations-paired-words
الدينية	الدِّينِيَّةِ	vocalizations-paired-words
الديوان	الدِّيوَانُ	vocalizations-paired-words
الذءب	الذِّئْبُ	vocalizations-json-map
الذاتي	الذَّاتِيِّ	vocalizations-paired-words
الذاتية	الذَّاتِيَّةِ	vocalizations-paired-words
الذاكرة	الذَّاكِرَةِ	vocalizations-paired-words
الذباب	الذُّبَابُ	vocalizations-json-map
الذخيرة	الذَّخِيرَةِ	vocalizations-paired-words
الذرية	الذَّرِّيَّةِ	vocalizations-paired-words
الذكر	الذَّكَرُ	vocalizations-json-map
الذكرا	الذِّكْرَى	vocalizations-json-map
الذكران	الذُّكْرَانَ	vocalizations-json-map
الذكور	الذُّكُورَ	vocalizations-json-map
الذكي	الذَّكِيُّ	vocalizations-paired-words
الذكية	الذَّكِيَّةِ	vocalizations-paired-words
الذل	الذُّلِّ	vocalizations-json-map
الذلة	الذِّلَّةُ	vocalizations-json-map
الذنب	الذَّنْبِ	vocalizations-json-map
الذنوب	الذُّنُوبَ	vocalizations-json-map
الذهاب	الذَّهَابِ	vocalizations-paired-words
الذهب	الذَّهَبَ	vocalizations-json-map
الذهبي	الذَّهَبِيِّ	vocalizations-paired-words
الذهبية	الذَّهَبِيَّةِ	vocalizations-paired-words
الذهن	الذِّهْنِ	vocalizations-paired-words
الذهني	الذِّهْنِيِّ	vocalizations-paired-words
الذهنية	الذِّهْنِيَّةِ	vocalizations-paired-words
الذي	الَّذِي	vocalizations-json-map
الذين	الَّذِينَ	vocalizations-json-map
الذيول	الذُّيوُلِ	vocalizations-paired-words
الر	الر	vocalizations-json-map
الرءاسة	الرِّئاسةِ	vocalizations-paired-words
الرءاسي	الرِّئَاسِيِّ	vocalizations-paired-words
الرءاسية	الرِّئَاسِيَّةِ	vocalizations-paired-words
الرءساء	الرُّؤَسَاءُ	vocalizations-paired-words
الرءوي	الرِّئَوِيِّ	vocalizations-paired-words
الرءيا	الرُّؤْيَا	vocalizations-json-map
الرءية	الرُّؤْيَةِ	vocalizations-paired-words
الرءيس	الرَّئِيسَ	vocalizations-paired-words
الرءيسي	الرَّئِيسِيُّ	vocalizations-paired-words
الرءيسية	الرَّئِيسِيَّةِ	vocalizations-paired-words
الراءعة	الرَّائِعَةِ	vocalizations-paired-words
الرابع	الرَّابِعِ	vocalizations-paired-words
الرابعة	الرَّابِعَةَ	vocalizations-paired-words
الراجفة	الرَّاجِفَةُ	vocalizations-json-map
الراحل	الرَّاحِلِ	vocalizations-paired-words
الراحلين	الرَّاحِلِينَ	vocalizations-paired-words
الراحمين	الرَّاحِمِينَ	vocalizations-json-map
الرادفة	الرَّادِفَةُ	vocalizations-json-map
الرازقين	الرَّازِقِينَ	vocalizations-json-map
الراس	الرَّأْسُ	vocalizations-json-map
الراسخون	الرَّاسِخُونَ	vocalizations-json-map
الراشد	الرَّاشِدِ	vocalizations-paired-words
الراشدون	الرَّاشِدُونَ	vocalizations-json-map
الراغب	الرَّاغِبِ	vocalizations-paired-words
الراقص	الرَّاقِصُ	vocalizations-paired-words
الراقصين	الرَّاقِصِينَ	vocalizations-paired-words
الراكد	الرَّاكِدِ	vocalizations-paired-words
الراكعون	الرَّاكِعُونَ	vocalizations-json-map
الراكعين	الرَّاكِعِينَ	vocalizations-json-map
الرامي	الرَّامِي	vocalizations-paired-words
الراهن	الرَّاهِنِ	vocalizations-paired-words
الراهنة	الرَّاهِنَةُ	vocalizations-paired-words
الراوي	الرَّاوِي	vocalizations-paired-words
الراي	الرَّأْيِ	vocalizations-json-map
الربا	الرِّبَا	vocalizations-json-map
الرباط	الرِّبَاطِ	vocalizations-paired-words
الربانيون	الرَّبَّانِيُّونَ	vocalizations-json-map
الربع	الرُّبُعُ	vocalizations-json-map
الربك	أَلِرَبِّكَ	vocalizations-json-map
الربو	الرَّبْوِ	vocalizations-paired-words
الربيع	الرَّبِيعَ	vocalizations-paired-words
الرتيب	الرَّتِيبِ	vocalizations-paired-words
الرجاء	الرَّجَاءِ	vocalizations-paired-words
الرجال	الرِّجَالُ	vocalizations-json-map
الرجز	الرِّجْزُ	vocalizations-json-map
الرجس	الرِّجْسَ	vocalizations-json-map
الرجع	الرَّجْعِ	vocalizations-json-map
الرجعا	الرُّجْعَى	vocalizations-json-map
الرجفة	الرَّجْفَةُ	vocalizations-json-map
الرجيم	الرَّجِيمِ	vocalizations-json-map
الرحالة	الرَّحَّالَةُ	vocalizations-paired-words
الرحلات	الرِّحْلاتِ	vocalizations-paired-words
الرحمانية	الرَّحْمَانِيَّةِ	vocalizations-paired-words
الرحمة	الرَّحْمَةُ	vocalizations-json-map
الرحمن	الرَّحْمَنَ	vocalizations-json-map
الرحيم	الرَّحِيمِ	vocalizations-json-map
الرخة	الرَّخَّةِ	vocalizations-paired-words
الرخيصة	الرَّخِيصَةِ	vocalizations-paired-words
الرزاق	الرَّزَّاقُ	vocalizations-json-map
الرزق	الرِّزْقِ	vocalizations-json-map
الرس	الرَّسِّ	vocalizations-json-map
الرساءل	الرَّسَائِلِ	vocalizations-paired-words
الرسام	الرَّسَّامِ	vocalizations-paired-words
الرسل	الرُّسُلَ	vocalizations-json-map
الرسم	الرَّسْمُ	vocalizations-paired-words
